_r,recno,Visit,ID,Target,File,Fiber,Plate,MJD,Tel,Survey,Field,Prog,Loc,RAJ2000,DEJ2000,GLON,GLAT,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,Ap1T1,Ap1T2,SNR,SFlag,Date,JD,BC,VType,RV,e_RV,VHelio,VLSR,VGSR,Chi2,Teff,[Fe/H],logg,[a/Fe],[C/Fe],synFile,EType,RV1,e_RV1,Vhelio1,RVRels,e_RVRels,HRVs,RVRel,e_RVRel,HRV,Ap2T1,Ap2T2,Ap2T3,EFlag,Hmin,Hmax,JKmin,JKmax,AName,r_Hmag,Mmag,e_Mmag,T2mag,e_T2mag,DDO51,e_DDO51,3.6mag,e_3.6mag,4.5mag,e_4.5mag,5.8mag,e_5.8mag,8.0mag,e_8.0mag,4.5magW,e_4.5magW,4.5magT,e_4.5magT,AkT,n_AkT,Ak,E(B-V),Giant,Star,pmRA_1,pmDE,r_pm,dist,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra_2,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,dr2_rv_template_fe_h,l,b,ecl_lon,ecl_lat,Separation
0.199496,338821,apogee.apo25m.s.r12.7221.56607.4,2M05342924-0523567,apo25m.4611.ORIONA.2M05342924-0523567,apVisit-r12-7221-56607-004.fits,4,"        7221",56607,apo25m,apogee,ORIONA,apogee,4611,83.621861,-5.399109,208.9256810307,-19.5629488904,10.191,0.023,9.783,0.036,9.614,0.025,-2147352576,-2147475456,119.5,512,2013-11-11T08:09:21,2456607.863,14.452801,3,9.01,0.05725,23.46,10.42,-89.85,6.7,4500.0,-0.5,5.0,0.0,0.0,apg_synthgrid.fits,2,6.406,0.077,20.854,8.932,0.05776,23.385,9.006,0.057254,23.459,0,0,0,1,,,,,none,2MASS,,,,,,,,,,,,,,,9.22,0.023,,,,none,0.471,4.155,-1,1,,,none,0.19948034652002952,1636042515805110273,Gaia EDR3 3209424486715714816,3209424486715714816,1096024809,2016.0,83.62187542719133,1.604044,-5.399083197400029,1.350438,,,,,,,,,0.21368627,,,,,,,,,,452,452,451,1,1691.0714,2.5944742E7,19.108114,466798.25,3,false,,,,,,,,,53,21,2.9768143,54,32,0,0.20017286,90.915306,34,0,,,,,,,,,,false,414,358708.3410815013,1939.8787,184.91277,11.800513,54,182816.95736400684,542.1889,337.18314,12.183501,54,298646.07297509204,741.17725,402.93475,11.060003,0,0,0,0,0,1.342213,1.123498,0.38298798,0.74051,16.13072,2.8541515,2,5500.0,4.5,0.0,208.92563641764175,-19.562966878836253,82.75800805883623,-28.67816436340303,0.10631131165575967
0.101875,342804,apogee.apo25m.s.r12.7220.56606.52,2M05351799-0529346,apo25m.4611.ORIONA.2M05351799-0529346,apVisit-r12-7220-56606-052.fits,52,"        7220",56606,apo25m,apogee,ORIONA,apogee,4611,83.824987,-5.492945,209.1114566179,-19.4250193387,11.609,0.023,10.834,0.03,10.6,0.019,-2147352576,-2147475456,90.66,512,2013-11-10T08:39:57,2456606.884,14.851832,3,9.03,0.06263,23.88,10.85,-90.09,5.27,4000.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,7.707,0.084,22.553,9.007,0.06344,23.859,9.031,0.062629,23.883,0,0,0,1,,,,,none,2MASS,,,,,,,,,,,,,,,12.004,0.057,,,6.111,SFD,-1.12,20.234,-1,1,8.9,-7.1,URAT1,0.1018950814124571,1636042515805110273,Gaia EDR3 3017359252967559424,3017359252967559424,615331613,2016.0,83.82501441951906,0.037450913,-5.492964404526556,0.031087726,2.360243426998686,0.055385616,42.614735,3.386766,3.346026664164212,0.047962405,0.5237264921900994,0.038483933,0.25153694,-0.23193514,-0.34942904,-0.24592207,-0.09746673,-0.15345474,-0.48627943,0.20591743,0.3013422,0.08544232,373,0,368,5,3.212293,1732.8025,0.33716282,41.915688,95,false,,1.2773656,0.009132336,-0.02538266,-0.17523682,-0.092328824,-0.12480325,0.113275744,44,19,0.07059603,50,32,0,0.031503666,172.58644,0,0,1.1207721,0.24094371,0.29980195,0.17915991,0.5252333,161.64447,-17.064327,10.282357,-42.080227,false,351,31799.56089092997,38.775124,820.1021,14.431314,46,8622.956914754623,195.80418,44.038677,15.499402,46,37575.46734778227,195.21883,192.47871,13.310635,1,1,0,0,0,1.4528008,2.1887674,1.0680876,1.1206799,,,0,,,,209.11146079175774,-19.425046151220243,82.98302658455027,-28.781958833255842,0.12055844175686903
0.633056,343456,apogee.apo25m.s.r12.9533.58058.100,2M05352348-0601251,apo25m.5249.ORIONA-B.2M05352348-0601251,apVisit-r12-9533-58058-100.fits,100,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.847856,-6.023647,209.6250670977,-19.6437913452,11.958,0.021,11.262,0.032,11.106,0.024,0,0,68.84,4,2017-11-01T08:45:49,2458058.888,17.983919,4,9.03,0.03737,27.02,13.98,-88.45,3.95,4000.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,9.815,0.043,27.793,9.354,0.037645,27.338,9.033,0.037374,27.017,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,10.914,0.02,10.914,0.02,0.274,RJCE_WISE,0.274,1.04,-1,1,9.6,-7.4,URAT,0.63307918419367,1636042515805110273,Gaia EDR3 3017184808564583808,3017184808564583808,424493766,2016.0,83.84788535725814,0.049953956,-6.023669486680112,0.044657692,2.5009238423334077,0.071922086,34.772682,2.2600288,2.0297684932946147,0.063643195,0.9938661061275422,0.054499667,0.14807954,0.011186478,-0.05394277,-0.042463906,-0.20882326,-0.022397144,-0.33265787,0.14237884,0.19363879,-0.028940625,428,0,428,0,65.83732,6473.7847,0.6150391,162.72462,31,false,1.3334101,,,,,,,,50,22,0.088483036,54,30,0,0.010017267,149.28703,0,0,3.9730167,0.10974243,0.21712694,0.12592873,0.538832,-130.76169,-17.930696,-10.331359,-43.849575,false,420,29520.512065459756,48.217102,612.2415,14.512057,50,8130.384378113655,73.859795,110.07862,15.563265,50,32427.35251968126,145.39725,223.02591,13.470616,0,2,0,2,0,1.3738832,2.0926485,1.0512075,1.041441,,,0,,,,209.62507516998207,-19.643817241754103,82.97936809373884,-29.313141914202458,0.13266420197865195
0.439727,346623,apogee.apo25m.s.r12.9533.58058.77,2M05360942-0546265,apo25m.5249.ORIONA-B.2M05360942-0546265,apVisit-r12-9533-58058-077.fits,77,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,84.039263,-5.774046,209.4793966992,-19.3614871772,12.351,0.026,11.635,0.032,11.471,0.019,0,0,57.59,0,2017-11-01T08:45:49,2458058.888,18.10438,3,9.03,0.04582,27.13,14.11,-88.04,3.25,4250.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,10.38,0.042,28.479,9.52,0.041376,27.624,9.516,0.038352,27.62,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,11.425,0.025,11.425,0.025,0.147,RJCE_WISE,0.147,1.304,-1,1,5.9,-7.1,URAT,0.43975006451663434,1636042515805110273,Gaia EDR3 3017198896057254400,3017198896057254400,1005381003,2016.0,84.03927424064298,0.015839059,-5.774066482977797,0.014358975,2.6209176235057132,0.024194798,108.32567,1.1959145,1.1399645656595645,0.021356102,0.361513717935584,0.018338796,0.124844104,-0.21094532,-0.13970125,-0.12540439,-0.22005598,-0.08948382,-0.4110417,0.1471943,0.21467662,0.011879256,390,0,389,1,-0.07924952,372.45654,0.0,0.0,31,true,1.3678132,,,,,,,,45,19,0.029982973,47,25,0,0.023896143,14.32819,0,0,0.9962746,0.1429928,0.23071997,0.26901942,0.5527536,173.07494,-16.118279,-1.8630819,-43.78532,false,379,29110.584335715906,35.931847,810.1611,14.52724,45,9303.017040108401,48.760628,190.78952,15.416983,44,28996.652129239665,84.23848,344.22098,13.592026,0,0,0,0,0,1.3156613,1.8249569,0.88974285,0.93521404,,,0,,,,209.479394021439,-19.36152854740619,83.21093691738223,-29.07297986812297,0.08401397048761367
0.521195,336020,apogee.apo25m.s.r12.9533.58058.218,2M05331491-0530335,apo25m.5249.ORIONA-B.2M05331491-0530335,apVisit-r12-9533-58058-218.fits,218,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.312165,-5.509322,208.8819403663,-19.8877515709,12.699,0.027,12.078,0.026,11.807,0.023,0,0,46.86,0,2017-11-01T08:45:49,2458058.888,17.879869,3,9.04,0.08272,26.92,13.86,-86.06,2.63,3400.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,6.469,0.125,24.343,8.132,0.073578,26.011,8.304,0.07591,26.184,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,11.346,0.027,,,0.333,SFD,0.626,1.104,-1,1,0.0,0.0,None,0.5211596065713108,1636042515805110273,Gaia EDR3 3209419538913410688,3209419538913410688,1150979718,2016.0,83.31219332689925,1.6491435,-5.50928495137778,1.5098777,,,,,,,,,0.3966025,,,,,,,,,,399,0,372,27,427.61487,561336.0,17.89723,27107.531,3,false,,,,,,,,,45,21,3.0846744,48,29,0,0.3105176,149.15962,27,0,,0.11014096,0.3442441,0.052456453,0.42662534,-165.14198,-24.697857,20.624128,-44.206833,false,362,7798.853227041085,73.820946,105.64553,15.95729,40,1420.8566266000337,16.629015,85.44443,17.457167,42,12128.25091196925,25.677574,472.32852,14.5384,0,2,0,0,0,1.7373205,2.918767,1.499877,1.41889,,,0,,,,208.88189199817685,-19.88775201017148,82.4004481198557,-28.772309457651154,0.16760764356641142
0.403289,339938,apogee.apo25m.s.r12.9533.58058.41,2M05344751-0546300,apo25m.5249.ORIONA-B.2M05344751-0546300,apVisit-r12-9533-58058-041.fits,41,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.697999,-5.775026,209.3180803714,-19.6650720994,12.02,0.022,11.36,0.032,11.107,0.023,0,0,63.0,0,2017-11-01T08:45:49,2458058.888,17.975374,4,9.05,0.02998,27.02,13.98,-87.46,3.86,3400.0,0.5,5.0,0.0,0.0,apg_synthgrid.fits,2,9.209,0.033,27.178,9.282,0.028706,27.257,9.05,0.029977,27.025,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,11.04,0.033,11.04,0.033,0.248,RJCE_WISE,0.248,1.598,-1,1,8.1,-11.2,URAT,0.40325143584654927,1636042515805110273,Gaia EDR3 3017243048318048512,3017243048318048512,351299106,2016.0,83.69794128293826,0.4636165,-5.774968373978111,0.5051671,,,,,,,,,0.97601855,,,,,,,,,,154,0,152,2,17.53797,697.49097,0.75440234,27.744009,3,false,,,,,,,,,18,9,1.6233045,35,19,0,0.60449505,139.04471,0,100,,0.18394879,0.93882966,0.18192118,0.76913714,145.91083,-45.412663,26.108412,44.077084,false,99,7468.39619654755,24.395418,306.1393,16.0043,0,,,,,0,,,,,,,,,2,,,,,,,0,,,,209.31797117122142,-19.665139512080284,82.82281655255557,-29.057373662273818,0.2928703269881403
0.208521,340822,apogee.apo25m.s.r12.7220.56606.180,2M05345819-0511536,apo25m.4611.ORIONA.2M05345819-0511536,apVisit-r12-7220-56606-180.fits,180,"        7220",56606,apo25m,apogee,ORIONA,apogee,4611,83.742473,-5.198245,208.7934371596,-19.3649011135,12.628,0.023,11.963,0.032,11.715,0.021,-2147352576,-2147475456,46.53,0,2013-11-10T08:39:57,2456606.884,14.864136,3,9.07,0.1984,23.94,10.91,-89.06,2.49,3400.0,-0.5,5.0,0.0,0.0,apg_synthgrid.fits,2,3.443,0.698,18.302,9.162,0.19462,24.026,9.37,0.15172,24.234,0,0,0,1,,,,,none,2MASS,,,,,,,,,,,,,,,11.37,0.114,11.37,0.114,0.498,RJCE_WISE,0.498,7.887,-1,1,0.0,0.0,None,0.2085287488420153,1636042515805110273,Gaia EDR3 3209522549410776576,3209522549410776576,567571714,2016.0,83.74248406043769,0.16576049,-5.198232510030171,0.15105172,2.0169947715321954,0.23912829,8.434781,2.151952,0.3289868221672193,0.21582504,2.126655796349687,0.18851067,0.17430282,-0.04247086,-0.107048586,-0.10258275,-0.20254268,-0.09788066,-0.35395566,0.21339047,0.26878592,0.050953586,434,0,434,0,98.83276,15607.703,2.136381,450.04904,31,false,1.2453281,,,,,,,,50,21,0.30710527,55,32,0,0.04790037,85.92072,0,0,5.8559885,0.14936812,0.2240196,0.07281639,0.5785575,-164.49097,-20.490131,0.9513388,-44.158333,false,408,7294.549858071214,13.631519,535.1238,16.029871,51,1048.557204570956,29.365656,35.706924,17.787062,52,11052.35943471218,29.02513,380.7859,14.639258,0,3,0,2,0,1.6588984,3.1478033,1.7571907,1.3906126,,,0,,,,208.7934034158031,-19.36492831020978,82.90599746857946,-28.483549654155674,0.059951450700261935
0.074964,341533,apogee.apo25m.s.r12.9533.58058.246,2M05350615-0519556,apo25m.5249.ORIONA-B.2M05350615-0519556,apVisit-r12-9533-58058-246.fits,246,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.775627,-5.332118,208.9358090354,-19.3961139933,12.976,0.026,11.938,0.04,11.374,0.028,0,0,50.09,0,2017-11-01T08:45:49,2458058.888,18.089569,3,9.07,0.06181,27.16,14.13,-86.27,3.92,3600.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,9.041,0.064,27.125,8.561,0.057278,26.65,9.583,0.042502,27.673,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,,,,,,none,,32.385,-1,1,0.0,0.0,None,0.0749786957651194,1636042515805110273,Gaia EDR3 3017365265921284352,3017365265921284352,1780324205,2016.0,83.77562976567327,0.061669037,-5.332096596354829,0.052547183,2.401565832397867,0.09285724,25.86299,1.039894,-0.8390018800286579,0.08030833,0.614373936794395,0.0633737,0.12822728,-0.084120154,-0.0123562915,-0.07019024,-0.052382015,0.0016723924,-0.34878966,0.21196544,0.17361265,-0.042753287,410,0,409,1,-3.9861588,702.19275,0.45316967,7.3764205,95,false,,1.190696,0.016377652,0.052762147,-0.109934315,-0.07525417,-0.14701329,0.15875722,48,20,0.11232407,52,30,0,0.033371467,102.516426,0,0,0.862145,0.2186048,0.246345,0.20012923,0.5378288,161.17206,-14.6028,8.05441,-43.179413,false,389,3756.126195603391,15.728551,238.80942,16.750517,33,6633.033598268023,900.90967,7.3625956,15.784262,36,5819.270838407905,337.45813,17.244423,15.335724,0,2,0,1,0,3.3151987,0.44853783,-0.9662552,1.414793,,,0,,,,208.9357628808419,-19.39614439718289,82.9360249726068,-28.618876272613146,0.0776882102863772
0.195499,344694,apogee.apo25m.s.r12.9533.58058.153,2M05353644-0534111,apo25m.5249.ORIONA-B.2M05353644-0534111,apVisit-r12-9533-58058-153.fits,153,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.901841,-5.569763,209.2207516206,-19.3914589095,11.785,0.024,10.883,0.031,10.408,0.021,0,0,88.96,0,2017-11-01T08:45:49,2458058.888,18.091866,4,9.1,0.02197,27.19,14.16,-87.15,4.57,4000.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,9.412,0.026,27.498,9.138,0.025418,27.229,9.096,0.021968,27.188,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,9.204,0.023,9.204,0.023,1.495,RJCE_WISE,1.495,5.111,-1,1,0.0,0.0,None,0.19551026688967515,1636042515805110273,Gaia EDR3 3017346127547506048,3017346127547506048,73644951,2016.0,83.90185021836288,0.02011659,-5.569771543242585,0.017224308,2.5535378006966125,0.034450587,74.12176,1.8386675,1.8145593079126379,0.025184862,0.2967705512328261,0.021167677,0.33435735,-0.47421235,-0.36083704,-0.2685705,-0.4004674,-0.25973642,-0.4250191,0.430181,0.31238598,0.069307655,357,8,354,3,4.8255386,472.17978,0.095416024,3.634786,31,true,1.3583645,,,,,,,,41,18,0.040146917,45,27,0,0.100587495,167.3749,0,0,1.18709,,,,,,,,,false,341,35122.26006215248,212.09741,165.59496,14.323411,42,10075.149220507636,310.39392,32.459236,15.330414,42,38562.026892203285,513.9274,75.03399,13.2824955,1,2,0,0,0,1.3847963,2.0479183,1.0070028,1.0409155,,,0,,,,209.22073677907053,-19.391496902516604,83.06596056611305,-28.86238724668701,0.04513152397638666
0.305778,344809,apogee.apo25m.s.r12.9533.58058.61,2M05353902-0540599,apo25m.5249.ORIONA-B.2M05353902-0540599,apVisit-r12-9533-58058-061.fits,61,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.912619,-5.683309,209.3333271237,-19.4331058473,12.332,0.022,11.627,0.03,11.439,0.018,0,0,51.95,0,2017-11-01T08:45:49,2458058.888,18.074129,4,9.1,0.04325,27.18,14.14,-87.49,3.14,4250.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,9.259,0.055,27.327,9.204,0.046252,27.278,9.102,0.043253,27.176,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,11.023,0.037,11.023,0.037,0.509,RJCE_WISE,0.509,3.871,-1,1,0.0,0.0,None,0.3057729622780673,1636042515805110273,Gaia EDR3 3017248064842864768,3017248064842864768,721799760,2016.0,83.91263460185942,0.016807603,-5.683299291372312,0.01533977,2.60754265608951,0.02553809,102.10406,1.5183783,1.2657678353833677,0.022280673,0.8386324615974542,0.019231673,0.112255596,-0.26606,-0.09313696,-0.072311856,-0.22343528,-0.03861637,-0.3517342,0.10412756,0.12469567,-0.02927049,370,0,368,2,0.58114207,371.6971,0.0,0.0,31,false,1.3609018,,,,,,,,43,20,0.030973978,48,26,0,0.026471773,72.044655,0,0,1.0207208,0.1581302,0.18658626,0.27586725,0.6020623,-172.45438,-16.553564,-4.2022963,-42.900837,false,366,25376.714922665127,46.61799,544.35455,14.676278,43,7603.601421150879,56.78427,133.9033,15.635994,42,26571.984466402333,144.45184,183.95047,13.686835,0,0,1,0,0,1.3467301,1.9491587,0.95971584,0.9894428,,,0,,,,209.3332980526442,-19.433129826518236,83.07195168382736,-28.97630052354669,0.065919164696459
0.050535,342506,apogee.apo25m.s.r12.9533.58058.184,2M05351571-0526283,apo25m.5249.ORIONA-B.2M05351571-0526283,apVisit-r12-9533-58058-184.fits,184,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.815477,-5.441216,209.0579927232,-19.410084778,12.457,0.021,11.287,0.03,10.707,0.019,0,0,74.25,0,2017-11-01T08:45:49,2458058.888,18.083839,3,9.11,0.03539,27.19,14.16,-86.62,5.37,3400.0,0.5,5.0,0.0,0.0,apg_synthgrid.fits,2,9.776,0.032,27.854,8.817,0.03116,26.901,9.835,0.027862,27.918,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,,,,,,none,,35.531,-1,1,0.0,0.0,None,0.050546702618202245,1636042515805110273,Gaia EDR3 3017360524277847168,3017360524277847168,1599644197,2016.0,83.81549208747363,0.053946253,-5.441230085766375,0.04572638,2.424586478807915,0.077415854,31.318993,1.1940542,0.8753412654503429,0.07451789,-0.8121226116869625,0.05615279,0.30126524,-0.13768166,-0.26475388,-0.225113,-0.1207876,-0.16450313,-0.44600257,0.25936422,0.1666576,0.15020777,385,0,380,5,-2.1042104,937.40753,0.44533563,18.110495,95,false,,1.2222701,0.013598704,-0.02744711,-0.15234697,-0.10547634,-0.22082266,0.04650865,45,21,0.10836026,51,31,0,0.0964073,122.13373,0,0,0.92318964,0.2263881,0.31161445,0.15672152,0.54244965,176.99533,-19.872393,2.306047,-43.101532,false,380,7730.239224720008,60.378407,128.02986,15.966885,29,8754.99665072244,827.0151,10.58626,15.482903,44,14749.642817846172,893.43964,16.50883,14.325942,0,0,0,0,0,3.0406096,1.1569605,-0.4839821,1.6409426,,,0,,,,209.0579859848684,-19.410120192795354,82.97510938371506,-28.729823275797553,0.0741280017917796
0.263608,338965,apogee.apo25m.s.r12.7220.56606.286,2M05343151-0512300,apo25m.4611.ORIONA.2M05343151-0512300,apVisit-r12-7220-56606-286.fits,286,"        7220",56606,apo25m,apogee,ORIONA,apogee,4611,83.631293,-5.208357,208.7497669708,-19.4681738745,9.407,0.023,8.29,0.042,7.891,0.021,-2147352576,-2147475456,315.61,0,2013-11-10T08:39:57,2456606.884,14.814465,3,9.2,0.004367,24.01,10.98,-88.79,9.3,4750.0,0.0,3.0,0.0,0.0,apg_synthgrid.fits,2,8.954,0.005,23.763,9.17,0.0044274,23.984,9.199,0.0043669,24.013,0,0,0,1,,,,,none,2MASS,,,,,,,,,,,,,,,7.64,0.02,7.64,0.02,0.551,RJCE_WISE,0.551,3.62,-1,1,15.5,-8.5,URAT1,0.26354804634598467,1636042515805110273,Gaia EDR3 3209523820721030784,3209523820721030784,1314740072,2016.0,83.63134354467536,0.013240498,-5.20839184485732,0.011907827,1.4471253459349251,0.018855114,76.749756,5.5341516,2.468233335927418,0.01704952,-4.95324726437984,0.013238449,0.12253517,-0.1767946,-0.10126617,-0.012008093,-0.28049397,0.032721948,-0.48965833,0.16428001,0.17409381,-0.03291145,457,0,457,0,3.6039112,844.9832,0.104821704,9.891632,31,false,1.226593,,,,,,,,52,22,0.023783019,55,33,0,0.012207682,177.17714,8,0,1.1214616,0.11808126,0.31918687,0.2537001,0.4444918,-168.65852,-16.147223,1.0857621,-42.21117,false,446,97489.6006239368,38.711555,2518.3591,13.214972,49,12571.934530395592,60.724937,207.03084,15.090037,49,135903.73943547063,147.31459,922.54095,11.914817,1,0,0,0,0,1.5229899,3.1752205,1.8750658,1.3001547,24.049595,0.8500061,7,5500.0,4.5,0.0,208.7497969849538,-19.46818746947455,82.77965024740907,-28.488188311742615,0.22039161539940244
0.03569,343578,apogee.apo25m.s.r12.7221.56607.34,2M05352443-0524398,apo25m.4611.ORIONA.2M05352443-0524398,apVisit-r12-7221-56607-034.fits,34,"        7221",56607,apo25m,apogee,ORIONA,apogee,4611,83.85181,-5.41106,209.0468155603,-19.3641880885,10.75,0.032,9.693,0.042,8.912,0.029,-2147352576,-2147475456,102.0,512,2013-11-11T08:09:21,2456607.863,14.551323,3,9.21,0.07499,23.76,10.73,-90.04,8.17,4250.0,-0.5,5.0,0.0,0.0,apg_synthgrid.fits,2,10.956,0.126,25.502,9.134,0.077013,23.685,9.207,0.074993,23.758,0,0,0,1,,,,,none,2MASS,,,,,,,,,,,,,,,,,,,,none,,47.036,-1,1,,,none,0.03571718508179785,1636042515805110273,Gaia EDR3 3017361035366738688,3017361035366738688,668757111,2016.0,83.85183307691035,0.03551012,-5.411073859119844,0.032069378,2.4975750093913627,0.058628727,42.59985,2.4449341,2.247896687295089,0.046392523,-0.9615940714321407,0.039743327,0.3369248,-0.17586488,-0.21773909,-0.23567738,-0.3091095,-0.21737012,-0.47186363,0.3552082,0.36589134,0.16921371,375,0,375,0,-4.344757,1620.0168,0.3390721,39.727234,95,false,,1.2730645,0.00915106,-0.037725866,-0.1500665,0.024921566,-0.042149488,0.20525178,44,19,0.072101116,48,28,0,0.04209858,87.29628,0,0,0.8435556,0.10764188,0.3388709,0.22040066,0.53974754,-175.86696,-26.168776,-0.06517302,-42.672935,false,333,35662.48496084268,358.61795,99.44423,14.306838,30,72413.20393380639,2685.457,26.964947,13.188998,33,118535.46241788201,2708.5737,43.763054,12.063274,4,25,4,29,0,5.3543286,1.1257238,-1.1178398,2.2435637,,,0,,,,209.04681237721752,-19.364216340071433,83.01798705426746,-28.701465418483302,0.09659030732519681
0.037742,343026,apogee.apo25m.s.r12.9533.58058.189,2M05352004-0525375,apo25m.5249.ORIONA-B.2M05352004-0525375,apVisit-r12-9533-58058-189.fits,189,"        9533",58058,apo25m,apogee2-manga,ORIONA-B,yso,5249,83.83351,-5.427098,209.0532469203,-19.3876893963,11.651,0.021,10.642,0.033,10.118,0.026,0,0,117.26,0,2017-11-01T08:45:49,2458058.888,18.093351,3,9.24,0.02688,27.34,14.31,-86.47,8.6,4000.0,0.0,5.0,0.0,0.0,apg_synthgrid.fits,2,10.029,0.028,28.116,9.15,0.024682,27.243,9.58,0.015259,27.673,0,0,-2147483616,1,,,,,none,2MASS,,,,,,,,,,,,,,,,,,,,none,,47.036,-1,1,0.0,0.0,None,0.0377745891507809,1636042515805110273,Gaia EDR3 3017360902234822016,3017360902234822016,911710933,2016.0,83.83352501707876,0.034934606,-5.427127366076376,0.03306898,2.491810422736616,0.052918717,47.087505,1.5282003,1.481380097797587,0.04593981,-0.37537870088656516,0.039728902,0.40375045,-0.23109604,-0.4271459,-0.32491958,-0.34588757,-0.30838624,-0.6290919,0.29259902,0.32168958,0.32138222,379,0,379,0,-2.1962721,1150.2634,0.29188862,27.14131,95,false,,1.2950172,0.008262852,-0.049178585,-0.08327414,0.0027664215,-0.16170692,0.054130126,44,19,0.0756859,49,31,1,0.15156558,81.77342,0,0,0.919807,0.19678178,0.3349817,0.15047972,0.5292441,-165.62778,-24.997448,-4.5093603,-43.223972,false,366,28022.725915914925,258.9687,108.20893,14.568591,21,33806.60662848039,358.95877,94.179634,14.016038,39,46618.24332033153,3107.9219,14.999812,13.076506,2,12,3,24,0,2.8699868,0.9395323,-0.5525532,1.4920855,,,0,,,,209.0532545758051,-19.387731798123642,82.99634047225993,-28.71661330756833,0.11862870336980556
