star_s,star_b,cross_point_x,cross_point_y,TBL_S,TBL_B,vel_mod_s,vel_mod_b,angle,parallax_s,parallax_err_s,parallax_b,parallax_err_b,ruwe_s,ruwe_b
7,559,-0.0012135397334527651,-0.0003796331991598082,68758.1230209697,62639.76960980763,1.8489923598559836,4.414125542116624,1.1652705547009439,2.39,0.49119495999999996,2.5,0.04607382,0.39307168,0.9562176
7,568,-0.0008367002783126973,-0.0003905258845772147,49935.36907029455,52382.56507129575,1.8489923598559836,4.687129756973959,1.2062528594479587,2.39,0.49119495999999996,2.35,0.06895929,0.39307168,0.8889407
7,586,-0.006496236355769958,-0.00022693487716189312,332623.5366915743,354843.2430917492,1.8489923598559836,2.213249763155928,1.2546020903861483,2.39,0.49119495999999996,2.55,0.019477285,0.39307168,1.1950597
7,590,-0.00029445526177840207,-0.0004061996796209663,22850.772730956505,27612.80415475146,1.8489923598559836,4.886680545126053,1.3105302161485468,2.39,0.49119495999999996,2.55,0.06708538,0.39307168,0.9828442
7,679,-0.0010224577862550433,-0.0003851564943227222,59213.77083740717,53837.15486585819,1.8489923598559836,4.820411103855937,1.075360663409123,2.39,0.49119495999999996,2.46,0.056634612,0.39307168,0.9968362
7,720,-0.0012121244106420002,-0.00037967410959509167,68687.42906187271,60849.421202410245,1.8489923598559836,2.119384010070694,1.5941532305194688,2.39,0.49119495999999996,2.37,0.09442994,0.39307168,0.97726166
7,735,-0.0046432980416630885,-0.0002804947522708401,240071.12081131883,285668.76822609553,1.8489923598559836,3.0776690221559995,1.1642126825306238,2.39,0.49119495999999996,2.6,0.02731775,0.39307168,1.042255
7,736,-0.004988488610141562,-0.0002705168897614747,257313.04452163985,224461.43384983658,1.8489923598559836,2.547614330304321,1.3266968581467076,2.39,0.49119495999999996,2.55,0.03624226,0.39307168,1.0308089
7,743,-0.0005906460298565611,-0.0003976381746718198,37645.205410317154,38133.69026756659,1.8489923598559836,3.1280546378203495,1.3302773163514996,2.39,0.49119495999999996,2.81,0.14457807,0.39307168,0.7733446
7,806,-0.002381863074263307,-0.00034586237595199843,127114.70558935746,131521.2277857282,1.8489923598559836,3.2375966531350264,1.3120811611418342,2.39,0.49119495999999996,2.59,0.056414876,0.39307168,1.0863014
7,1093,-0.005999818388192052,-0.00024128402421276274,307827.95562127454,339773.99240747717,1.8489923598559836,0.5225152280443028,1.8292234113617636,2.39,0.49119495999999996,2.77,0.041435506,0.39307168,4.3861504
7,1116,-0.00024571293906523067,-0.000407608594692322,20416.142452995253,23150.988162760736,1.8489923598559836,1.4701832706673512,1.6007073968880132,2.39,0.49119495999999996,2.05,0.32603067,0.39307168,3.341514
7,1121,-0.0058191840140647735,-0.0002465053283678896,298805.4492651707,309210.59509974055,1.8489923598559836,4.071863598041349,1.1139721330322874,2.39,0.49119495999999996,2.58,0.021756392,0.39307168,1.1312249
7,1145,-0.0030332878010496107,-0.00032703270054190703,159652.7192777778,161323.28339369607,1.8489923598559836,5.302328511246063,1.0563369161324052,2.39,0.49119495999999996,2.93,0.19933927,0.39307168,12.901563
7,1169,-0.004050868658664627,-0.0002976191452000037,210479.86555067857,241612.0016581437,1.8489923598559836,3.624321035696123,1.0241077636112113,2.39,0.49119495999999996,2.54,0.031671256,0.39307168,1.1919186
7,1175,-0.0006373291106870708,-0.00039628878275739537,39976.978615449174,48389.68647184756,1.8489923598559836,5.931625601367311,1.2419856225223453,2.39,0.49119495999999996,2.33,0.24106559,0.39307168,1.5552424
7,1283,-0.0011992005144333294,-0.0003800476796495222,68041.89336994401,73416.51578270271,1.8489923598559836,14.161361410243712,1.3378774264627165,2.39,0.49119495999999996,0.72,0.026745131,0.39307168,1.056542
8,98,-0.004784702847199207,-0.0067509532836269905,582615.8550572786,631823.3595000255,1.6834723036275323,1.965644677808787,1.0973552535857014,1.12,0.041466866,2.89,0.029154314,1.0072739,1.0286278
8,137,-0.00475149580318737,-0.000632557756170108,247095.7657153508,210943.76288880612,1.6834723036275323,2.0821945223926144,1.604053117162246,1.12,0.041466866,2.42,0.077415854,1.0072739,0.92318964
8,180,-0.004741257583308615,0.0012538335375855071,143649.98935545047,157202.037403844,1.6834723036275323,3.566340539904609,2.263468260046216,1.12,0.041466866,1.98,0.26757085,1.0072739,1.8589327
8,189,-0.004762777307384098,-0.002711174112255464,361082.7648185672,352160.24005944986,1.6834723036275323,1.727217253832953,1.523203804233091,1.12,0.041466866,2.52,0.063714564,1.0072739,1.0741392
8,210,-0.004758235614676401,-0.00187436754976978,315194.0328222217,318647.1142523981,1.6834723036275323,1.4320684544068327,1.223366106720673,1.12,0.041466866,2.58,0.055437364,1.0072739,1.8535236
8,235,-0.004756707975454322,-0.001592900130369195,299758.9447700801,285449.6924407186,1.6834723036275323,2.112771653861671,2.561841529631595,1.12,0.041466866,2.71,0.079630286,1.0072739,1.1914916
8,269,-0.004749861083644787,-0.0003313607952355217,230578.75062719834,198579.94787163832,1.6834723036275323,1.976604290860376,1.156681927947757,1.12,0.041466866,2.52,0.09153516,1.0072739,0.9041119
8,310,-0.00474555933402171,0.00046123627075706506,187114.37549803476,198272.26932043175,1.6834723036275323,3.252570465471511,1.5789563438631715,1.12,0.041466866,1.8,0.23989567,1.0072739,2.0889707
8,362,-0.004758335209007979,-0.0018927177983696902,316200.32230155636,290595.45116800745,1.6834723036275323,2.239533992777962,1.018313149221575,1.12,0.041466866,2.52,0.07978846,1.0072739,0.9175034
8,394,-0.004746843170546755,0.00022468948116560966,200086.10961053337,222473.2708561612,1.6834723036275323,3.293391672816343,1.0944202550374873,1.12,0.041466866,2.6,0.02575717,1.0072739,2.0737612
8,475,-0.004741836550575003,0.0011471588594072833,149499.80690847745,135791.7665549565,1.6834723036275323,1.9349288671347913,1.9536812912969885,1.12,0.041466866,2.48,0.07745652,1.0072739,0.8376972
8,477,-0.00473697232164502,0.002043392698201453,100352.20664072117,100103.58673442785,1.6834723036275323,3.72824913271053,1.8289771770120224,1.12,0.041466866,2.54,0.2025974,1.0072739,0.94288516
8,506,-0.0047899603417939935,-0.0077196462935470896,635736.9656122847,787538.952223765,1.6834723036275323,0.673005057976041,1.306011034523507,1.12,0.041466866,2.59,0.032974564,1.0072739,0.9938322
8,518,-0.004736868908090122,0.0020624466384299954,99307.32817558973,96635.56610859431,1.6834723036275323,3.7771567700962727,1.8905780833843941,1.12,0.041466866,3.0,0.66788673,1.0072739,1.0685196
8,560,-0.004750514690459563,-0.0004517878049633108,237182.71744852015,249918.8750768281,1.6834723036275323,1.5609334982105303,1.2276967321171186,1.12,0.041466866,2.53,0.061912621999999994,1.0072739,0.9576333
8,576,-0.004734052079590868,0.002581447091626216,70846.42242939382,75571.47426692434,1.6834723036275323,5.771105198034698,1.9892745223805801,1.12,0.041466866,2.74,0.104780644,1.0072739,0.8381794
8,607,-0.0047547515593856044,-0.0012324306070830874,279991.5456022351,303391.7792684944,1.6834723036275323,2.885861542628147,1.5552344041627935,1.12,0.041466866,2.3,0.11214015,1.0072739,0.9912885
8,862,-0.004750288992234488,-0.00041020292284128616,234902.28897634277,221876.2600285846,1.6834723036275323,1.8232746299817253,1.6270910278211832,1.12,0.041466866,2.57,0.1400767,1.0072739,0.7512695
8,900,-0.004733965658398656,0.002597370190222926,69973.23280969802,78980.92679103604,1.6834723036275323,1.6051506318187996,1.5496246099700937,1.12,0.041466866,2.5,0.058694046,1.0072739,4.601199
8,929,-0.004748763641638251,-0.0001291571825912793,219490.32493206256,183156.9178798513,1.6834723036275323,2.0519214779948616,1.33819646039866,1.12,0.041466866,2.39,0.22328094,1.0072739,0.8431401
8,1049,-0.004739224397371182,0.0016284479037917184,123106.9164118611,105055.07923079963,1.6834723036275323,4.103469849207336,1.6904518896710996,1.12,0.041466866,2.49,0.15667023,1.0072739,0.88206404
8,1069,-0.004754576263329538,-0.0012001323210617237,278220.3747515034,273559.34165300004,1.6834723036275323,1.6628380932624636,1.3984586077899237,1.12,0.041466866,2.47,0.11614003,1.0072739,0.6783812
8,1072,-0.0047771153379639305,-0.005352955239805222,505952.5490552418,432877.49611223064,1.6834723036275323,2.318299743632782,1.5220420200902787,1.12,0.041466866,2.4,0.10305976,1.0072739,1.4884486
8,1149,-0.004748086368497331,-4.369653933450519e-06,212647.2363190196,238855.56075375635,1.6834723036275323,3.104856612660026,1.1663158004275176,1.12,0.041466866,2.42,0.0470253,1.0072739,1.1009144
9,157,0.0031838321401656106,0.010299087967196491,20379.040642686436,20365.84098700987,25.091386323288187,7.951956473350833,1.9864222932781346,2.53,0.011542586,2.82,0.06925361,0.99560976,3.1351295
10,1244,-0.0025905001395030375,-0.011804879976430684,42490.556019407566,49419.5709585405,2.8444191626467648,9.192591970620523,1.0396363249241642,2.66,0.034733653,1.99,0.049827754,0.99487805,1.0857646
12,831,-0.0010199228594348644,-0.010203925476632078,63056.44742046434,56934.450268226225,1.6661367525468618,4.322736112683483,1.3847624443924096,2.62,0.0426451,2.14,0.19958766,1.0350817,0.9962947
13,238,-0.0008906976174953725,-0.006178746316724749,55990.416597589814,54101.06522258953,3.9808433174866926,10.325690061403163,1.0322667107852161,2.44,0.08935119,2.93,0.5065157,0.98329145,3.5240448
13,254,-0.0017380270053447995,-0.0067157235695792985,79253.73836567134,97264.61037086866,3.9808433174866926,5.5955189760472805,1.151228240840531,2.44,0.08935119,2.57,0.016142732,0.98329145,1.2261261
13,606,-0.004219974456937016,-0.008288605784449642,147395.29347495773,167049.39235573998,3.9808433174866926,0.9769610554884111,1.3926070606971792,2.44,0.08935119,2.68,0.049535297,0.98329145,1.4440209
13,831,-0.004523599738993215,-0.008481021947743035,155731.2874044555,140316.66319707126,3.9808433174866926,4.322736112683483,1.02187083372622,2.44,0.08935119,2.14,0.19958766,0.98329145,0.9962947
15,40,0.0021548259014995104,0.005580439170980297,44599.85588394433,40416.93870018642,14.902919729098183,11.819792555911816,1.6125537832613674,2.6,0.022149228,0.77,0.058643356,1.1349726,1.1109549
15,138,-0.003071438270770441,0.004311552489768406,11285.01813540004,12296.007307265158,14.902919729098183,8.05068409650551,1.214343801509381,2.6,0.022149228,1.45,0.018855114,1.1349726,1.1214616
15,219,-2.2520322802699333e-06,0.00505672139279527,30849.55566832664,29859.789627805043,14.902919729098183,4.52219397249949,2.0001101330602222,2.6,0.022149228,1.22,0.5168895,1.1349726,24.114223
15,326,-0.0010948463520481467,0.0047914499991911705,23884.80966846297,21361.590511171504,14.902919729098183,17.826013155712328,2.263260884890273,2.6,0.022149228,1.98,0.84377617,1.1349726,9.402126
15,859,0.0008749106955083302,0.005269688067624304,36441.03229333148,42635.091315351754,14.902919729098183,2.9758459777018307,1.83086581831529,2.6,0.022149228,2.45,0.036601566,1.1349726,1.1539278
15,909,0.0016521359874912918,0.005458390894115728,41395.45741287744,50084.98710779422,14.902919729098183,12.05572747672376,2.675526689868529,2.6,0.022149228,2.66,0.2813352,1.1349726,26.227562
15,1118,0.0012102708364733952,0.005351110284767049,38578.786588810864,34099.79381043271,14.902919729098183,4.3221977285804325,2.661436996204582,2.6,0.022149228,2.47,0.02906436,1.1349726,1.0381736
15,1191,0.002069385016355327,0.005559694945733199,44055.21268722774,47742.590508598245,14.902919729098183,3.870211479140209,2.3825767635134683,2.6,0.022149228,2.49,0.025822995,1.1349726,1.000503
15,1283,0.0002757631287459931,0.005124220800282738,32621.764205041793,36268.69482126666,14.902919729098183,14.161361410243712,2.070794270630947,2.6,0.022149228,0.72,0.026745131,1.1349726,1.056542
16,46,-0.004068826086426685,0.008645550826377451,159593.68837923344,147531.06493506767,2.539539038256192,10.57609496130157,1.7160332014778072,2.76,0.076887816,1.18,0.016734038,2.315198,1.074311
16,48,-0.0021172833043794294,0.010382457107606505,64623.23041833481,66189.42866472992,2.539539038256192,27.638155974943817,2.402710895730321,2.76,0.076887816,1.44,0.039784264,2.315198,1.0349691
16,112,-0.01076504629437763,0.00268580090612113,485460.53875337326,475529.17575294164,2.539539038256192,1.2047177244447695,1.1267410507831082,2.76,0.076887816,2.65,0.0738745,2.315198,0.9052313
16,138,-0.0023775899310978315,0.010150779780749014,77290.86946633426,79725.1618500736,2.539539038256192,8.05068409650551,2.4163393186206035,2.76,0.076887816,1.45,0.018855114,2.315198,1.1214616
16,186,-0.00829354187004976,0.004885481896049094,365186.5128954448,442275.0865227189,2.539539038256192,1.9214724100247422,1.920562917621886,2.76,0.076887816,2.58,0.065266915,2.315198,1.2557819
16,214,-0.012552568026542347,0.0010948761500810342,572449.0275943171,505699.1506070805,2.539539038256192,3.6725369343395062,1.3530382796479878,2.76,0.076887816,1.02,0.040975425,2.315198,1.1653367
16,216,-0.0038407766075515036,0.008848518742803953,148495.8207609791,125875.07994044044,2.539539038256192,5.634951589168753,1.8081990715828933,2.76,0.076887816,1.98,1.1021203,2.315198,1.178706
16,219,-0.0033412853167534675,0.009293074490383415,124188.42813246271,139974.85835402913,2.539539038256192,4.52219397249949,1.6305729870697623,2.76,0.076887816,1.22,0.5168895,2.315198,24.114223
16,233,-0.00707183261947895,0.005972823916256313,305732.8908231379,303834.01638406626,2.539539038256192,2.832507033668765,1.0336632707431634,2.76,0.076887816,2.22,0.1672728,2.315198,1.0112978
16,247,-0.0045364373109125,0.008229368880250401,182349.65998570123,156965.2812707335,2.539539038256192,4.927683573318152,1.746920417622042,2.76,0.076887816,2.54,0.08943113,2.315198,0.903453
16,272,-0.013162102161981132,0.0005523803984088527,602111.5779201137,560640.5286325107,2.539539038256192,1.9072823850425586,1.207401544276939,2.76,0.076887816,2.53,0.040155217,2.315198,1.0898871
16,295,-0.009803271457423466,0.003541796875464572,438656.4422400569,426434.16666446923,2.539539038256192,2.2185094947267077,1.3348727677929986,2.76,0.076887816,2.63,0.019031005,2.315198,1.142361
16,297,-0.006523991604301071,0.006460411741197124,279072.59283744555,330233.8487401818,2.539539038256192,2.4732894160944374,1.2987422270610618,2.76,0.076887816,2.84,0.1705298,2.315198,1.0025462
16,301,-0.006281060751484284,0.006676624333635997,267250.5336148242,235667.32256388088,2.539539038256192,3.0771688692501646,1.143250633323326,2.76,0.076887816,2.55,0.79174954,2.315198,1.1816118
16,357,-0.005036409855577909,0.007784384808540517,206680.47249545233,174375.201229517,2.539539038256192,3.7152814774766747,1.6667142422740837,2.76,0.076887816,2.67,0.33444473,2.315198,0.8934235
16,401,-0.006608160763532257,0.006385499757355781,283168.62581807224,328040.2241300401,2.539539038256192,2.8921496799173063,1.246400901930927,2.76,0.076887816,2.55,0.08653865,2.315198,0.94592136
16,418,-0.012337372164000243,0.0012864041292687516,561976.6721815013,498770.3847910276,2.539539038256192,1.6984240221735944,1.274117416477224,2.76,0.076887816,2.51,0.063759685,2.315198,1.0897961
16,475,-0.010052743159495867,0.0033197628158966354,450796.80729485035,409560.9916516112,2.539539038256192,1.9349288671347913,1.1155845039729666,2.76,0.076887816,2.48,0.07745652,2.315198,0.8376972
16,505,-0.0021990732167277314,0.010309662693973456,68603.47902152012,60428.020063847034,2.539539038256192,1.8507088354585906,1.4131899800290801,2.76,0.076887816,2.93,0.22276878,2.315198,1.3761597
16,519,-0.008352323525586318,0.004833165222460525,368047.08085089107,385418.52868647967,2.539539038256192,2.090320043436286,1.70471287444562,2.76,0.076887816,2.5,0.018303966,2.315198,1.2585617
16,589,-0.007011920052026949,0.006026147120691921,302817.2878341218,326531.67611210386,2.539539038256192,2.2546502531207793,1.9332801252235314,2.76,0.076887816,2.55,0.10023495,2.315198,1.0290967
16,660,-0.003784540450144895,0.008898569879745598,145759.12768307282,174146.0718317563,2.539539038256192,2.7689351231167953,1.0992571329227756,2.76,0.076887816,1.36,0.7694992,2.315198,1.3253592
16,688,-0.004262702147136795,0.00847299783357343,169028.53061926813,199185.00325393066,2.539539038256192,3.5498123863211197,1.6259565708606596,2.76,0.076887816,2.5,0.1329631,2.315198,0.9925323
16,696,-0.010313644239434538,0.003087556415558572,463493.37499103765,409349.2258172737,2.539539038256192,1.9387800323401414,1.6696272435495965,2.76,0.076887816,2.5,0.017166633,2.315198,1.1854056
16,762,-0.003648760201379723,0.009019416611427118,139151.47730210313,157944.4344903201,2.539539038256192,1.9156006370822416,1.549964712657692,2.76,0.076887816,2.76,0.07848353,2.315198,1.2900674
16,764,-0.010667956742697262,0.002772212259080779,480735.7439545476,517888.39539002377,2.539539038256192,2.4564992281828575,1.130759150401389,2.76,0.076887816,2.73,0.06831386,2.315198,2.940872
16,812,-0.006203305191945845,0.006745828104624363,263466.6139558224,294002.8517824852,2.539539038256192,3.229777261455697,2.5911270346889594,2.76,0.076887816,0.99,0.08222558,2.315198,0.98277247
16,817,-0.003805333406603549,0.008880063794708369,146771.00229602275,130804.77557797082,2.539539038256192,8.20580271872622,1.2763669389655572,2.76,0.076887816,1.03,0.021601673,2.315198,1.3795446
16,828,-0.007627193131941677,0.0054785436107888715,332759.1198595595,327751.581767119,2.539539038256192,2.3180070707229894,1.850150505021162,2.76,0.076887816,2.47,0.016257172,2.315198,1.1392971
16,872,-0.006317622181372534,0.006644084038948223,269029.7699052784,238722.55710044893,2.539539038256192,2.9221653791575504,1.234349486503096,2.76,0.076887816,3.16,1.1699396,2.315198,1.1835849
16,997,-0.006225361983286579,0.006726197185038121,264539.99220509664,277880.6791453097,2.539539038256192,3.269345553305384,1.7357484523195743,2.76,0.076887816,2.87,0.17197755,2.315198,1.6898901
