star_s,star_b,cross_point_x,cross_point_y,TBL_S,TBL_B,vel_mod_s,vel_mod_b,angle,parallax_s,parallax_err_s,parallax_b,parallax_err_b,ruwe_s,ruwe_b
58,1028,-0.0006989511498288882,0.0024596526888240617,27644.940527713203,23072.993343925184,12.222860947978726,4.390042018712023,1.675120721044766,2.41,0.24039905,2.3,0.0993855,0.9068598,0.84913105
58,1137,0.0010180473878270832,0.004081684602164805,45484.68593357289,51034.50647852965,12.222860947978726,1.0332419891610434,1.7841501804843942,2.41,0.24039905,2.31,0.067536645,0.9068598,2.1650333
59,206,-0.0054929388225534,0.005761164055459997,34904.994612997594,42922.340205355984,14.017566213094835,5.050974116810499,1.9384623516505162,3.48,0.020520775,0.57,0.030434275,1.1908671,1.0484469
59,542,-0.004597546243225957,0.004561394489509795,25045.700631150976,22729.702923640998,14.017566213094835,4.20363743803995,2.0393344868899095,3.48,0.020520775,2.8,0.17518893,1.1908671,9.912083
59,784,-0.005432823365325844,0.005680613135461333,34243.05483446516,40109.83234446012,14.017566213094835,2.1276395506839436,1.8018991698373443,3.48,0.020520775,2.56,0.024896752,1.1908671,1.0607634
61,831,7.389453338237307e-05,-0.010741800945982604,29256.543990856982,30903.249935432515,2.8692412710396114,4.322736112683483,1.6383008296919959,2.65,0.08926737,2.14,0.19958766,4.179541,0.9962947
62,101,-0.00016109156137448176,0.0006409904792399293,86069.76179168219,106827.35367935897,1.7960277221591519,5.074609716523774,1.927459692598457,2.5,0.07244317,2.73,0.035654824,0.7328742,1.0543474
62,211,-0.001088195294826455,0.0023546417966402527,186216.68566670374,208854.60169252125,1.7960277221591519,1.4278972120328255,1.410580211858151,2.5,0.07244317,2.52,0.014094089,0.7328742,1.0658693
62,303,8.404624639439756e-05,0.00018787966534681644,59589.66416322046,54191.83516128119,1.7960277221591519,3.5097664164076674,2.099139544492986,2.5,0.07244317,2.4,0.10143656,0.7328742,0.9006443
62,309,-0.0008621996252757251,0.0019369131618839361,161804.34614315254,158893.5253252639,1.7960277221591519,3.343723206159719,1.7823009468510238,2.5,0.07244317,2.54,0.16110374,0.7328742,2.5336573
62,310,-2.9170701303898004e-05,0.00039714898934450514,71819.50278147997,64396.02528733998,1.7960277221591519,3.252570465471511,1.0612934862901953,2.5,0.07244317,1.8,0.23989567,0.7328742,2.0889707
62,383,-0.0010948123656179063,0.0023668727387343813,186931.47006559695,157490.45900066255,1.7960277221591519,2.167895133298881,1.4836797767094452,2.5,0.07244317,2.49,0.022597995,0.7328742,1.532973
62,411,-0.0008528284703514473,0.0019195915921370885,160792.0620750814,144149.89915193254,1.7960277221591519,2.390246227714467,1.3986767627329202,2.5,0.07244317,2.58,0.021072134,0.7328742,1.0779818
62,439,-0.005281843948759338,0.010106149293830647,639219.9444716788,616380.1906461465,1.7960277221591519,1.063354663310517,1.1980831097214009,2.5,0.07244317,2.55,0.018276073,0.7328742,1.0683676
62,473,-0.004641779520199108,0.008923059191130567,570079.3712119218,477725.3977162843,1.7960277221591519,1.1633406292553146,1.6274587637258306,2.5,0.07244317,2.47,0.020490333,0.7328742,1.1079872
62,594,0.0002628066593429445,-0.00014253968913868905,40279.73710600953,40709.668606144616,1.7960277221591519,6.24289774711369,2.2605154004182286,2.5,0.07244317,2.3,0.075319044,0.7328742,0.80461484
62,712,-0.0002227334045027449,0.0007549287817968829,92728.39204905025,111104.10010737243,1.7960277221591519,2.8105481130158743,1.8055458394551338,2.5,0.07244317,2.32,0.16032279,0.7328742,9.572573
62,714,-0.0004030708431454027,0.0010882630982880152,112208.67142654474,99954.49522394963,1.7960277221591519,4.176451775901567,2.127316432457343,2.5,0.07244317,2.5,0.039778028,0.7328742,1.0788869
62,718,-0.00047270338930002797,0.0012169713540594756,119730.46758306127,108966.07826422832,1.7960277221591519,1.5207546246842292,1.3780335944677686,2.5,0.07244317,2.42,0.12277637,0.7328742,0.96530396
62,877,0.0004748769520193758,-0.0005345287657798788,17371.63449515934,19232.93188200829,1.7960277221591519,3.4430127037696283,1.7694076508872687,2.5,0.07244317,2.41,0.05404366,0.7328742,0.87678945
62,908,0.0001576907666776899,5.175570785515319e-05,51634.489461073266,58610.855303512064,1.7960277221591519,3.2487908965589147,2.328720268700259,2.5,0.07244317,2.51,0.06029064,0.7328742,0.90785396
62,955,-0.00017071815597693323,0.0006587842016976594,87109.63877851922,77098.70387883812,1.7960277221591519,1.6744964516643341,1.753439311283913,2.5,0.07244317,2.51,0.05698211,0.7328742,0.9085968
62,1043,0.0001983006766456161,-2.330733331816807e-05,47247.75536068679,45085.46210555694,1.7960277221591519,5.343144417949275,2.273125826827777,2.5,0.07244317,2.54,0.120100796,0.7328742,0.91659975
62,1054,-0.00033123459962043373,0.0009554815454672805,104448.82907861694,87086.37171616619,1.7960277221591519,5.106440800651252,2.000561817190389,2.5,0.07244317,3.41,0.11149649,0.7328742,8.884318
62,1075,0.0004608970252094871,-0.0005086883779888323,18881.763961249795,22638.744353617123,1.7960277221591519,2.891456911414077,2.26115278496328,2.5,0.07244317,2.46,0.066933274,0.7328742,0.75244933
62,1095,-0.0013016704549340123,0.002749227619295136,209276.5438434124,206365.0916781383,1.7960277221591519,1.291438169312102,2.3651566588659763,2.5,0.07244317,2.53,0.05193031,0.7328742,1.215648
62,1191,-0.0005928222336080809,0.0014389980899746344,132705.8578471943,164762.90551969752,1.7960277221591519,3.870211479140209,2.072078466365479,2.5,0.07244317,2.49,0.025822995,0.7328742,1.000503
62,1212,0.00010142500726510002,0.00015575689915971734,57712.38832108774,71726.96760834072,1.7960277221591519,4.3993457217034155,2.2380711144271404,2.5,0.07244317,2.58,0.019250007,0.7328742,0.9652983
62,1223,0.0003714162665262061,-0.00034329284082640083,28547.589267300005,29625.901104498975,1.7960277221591519,3.383864339489978,2.2878242116940153,2.5,0.07244317,2.56,0.07454447,0.7328742,0.8109422
62,1224,0.000444775910474037,-0.0004788902351192061,20623.18726906052,24766.054199463575,1.7960277221591519,2.365594243038872,1.9701733528451266,2.5,0.07244317,2.51,0.0540855,0.7328742,1.0338576
62,1264,-0.001616181561047449,0.0033305674973275043,243250.43335037638,226437.8273098488,1.7960277221591519,2.616563500490774,2.488404616606691,2.5,0.07244317,2.61,0.04959287,0.7328742,1.4993024
62,1280,-0.0004912629610555806,0.0012512767218858648,121735.29611809013,102828.95707071836,1.7960277221591519,6.86791036308854,2.045779438968593,2.5,0.07244317,2.65,0.02273873,0.7328742,1.0286908
63,1227,-0.021166653273428974,0.004083817982914075,108346.18846823779,118498.8147348363,12.241847674936729,15.565408828974835,1.0514984518237653,2.38,0.05091905,1.36,0.03692184,4.0901656,0.99145937
64,517,-0.016440256180908556,-0.005224591934871011,256821.17344329171,277960.0139423973,6.067414974388981,4.139759300686309,1.2577710175330266,2.55,0.034633238,2.13,0.2876571,1.1284277,5.455476
64,771,-0.009273007555742604,0.0044118403133923895,74093.18107961507,80277.20674286959,6.067414974388981,14.617797185575046,2.02077389403018,2.55,0.034633238,2.51,0.015513622999999999,1.1284277,1.1537688
64,1035,-0.008366570492987654,0.005630553350900657,50983.69606751884,54208.03065331504,6.067414974388981,8.572880245690236,2.4702125548183105,2.55,0.034633238,0.9,0.03033304,1.1284277,1.1501075
64,1091,-0.011386105764443884,0.0015707601741353017,127966.32174163953,146661.8826168382,6.067414974388981,7.078549702876237,1.0250906639072406,2.55,0.034633238,2.38,0.6839028,1.1284277,0.8777637
64,1151,-0.013363650846763126,-0.0010880675295310543,178383.55457378365,180903.2029064064,6.067414974388981,1.7459510653669335,1.7473430669331154,2.55,0.034633238,2.57,0.077006154,1.1284277,2.7730117
64,1238,-0.01085704917368499,0.0022820816670781063,114478.09861279477,97780.35566746103,6.067414974388981,16.007249657513167,1.0010560032023292,2.55,0.034633238,2.55,0.02616424,1.1284277,1.0640737
65,173,-0.006340852683310423,-0.0010505850418916596,259595.73033423952,290369.5925398596,1.7625682420303541,0.8592808208963412,1.6070597897916974,2.49,0.05129176,2.48,0.047296148,0.9299083,1.1055255
65,178,-0.002460449203116155,-0.0011808956809097406,56240.07716378022,61808.26508926939,1.7625682420303541,1.055403954250021,1.3602715216906691,2.49,0.05129176,2.58,0.051492505,0.9299083,1.0801182
65,246,-0.003403334175270027,-0.0011492319779290998,105652.71952316746,118515.06488364437,1.7625682420303541,3.7689928674259288,1.243701190335262,2.49,0.05129176,2.57,0.038713675,0.9299083,1.043308
65,313,-0.002552925453763713,-0.001177790168975895,61086.36916644789,55857.37344221784,1.7625682420303541,0.911053913356091,1.0517851879164293,2.49,0.05129176,2.34,0.11022691,0.9299083,0.9497349
65,855,-0.01154097488755391,-0.0008759559728101225,532112.3005330687,502265.61163134745,1.7625682420303541,1.6675398702028656,1.0187812571717003,2.49,0.05129176,2.44,0.028472774,0.9299083,1.1067127
65,995,-0.006227415516046364,-0.0010543944575439309,253650.96470341535,314020.9958281222,1.7625682420303541,0.7750184672045696,1.5396039057278146,2.49,0.05129176,2.47,0.04705644,0.9299083,1.178004
65,1025,-0.0037968386512904715,-0.0011360174191883854,126274.63684570079,142064.55810627158,1.7625682420303541,3.0221885891675178,1.3012503785611218,2.49,0.05129176,2.51,0.018604323,0.9299083,1.061218
65,1068,-0.001939111626678452,-0.001198403095557852,28918.963800206566,32311.607234652376,1.7625682420303541,10.463304618994123,1.021000921226748,2.49,0.05129176,1.54,0.5172692,0.9299083,2.5458083
65,1104,-0.004872196504131713,-0.0010999050484794925,182629.6266483502,191822.07643907692,1.7625682420303541,4.708955156122494,1.1856280398069052,2.49,0.05129176,2.54,0.024819857,0.9299083,1.0468428
66,70,-0.003291245784757895,-0.01001484508452792,340340.76833403576,414096.8682500292,2.4713725992799236,2.046673900559465,1.0492916784819595,2.58,0.017133303,2.49,0.06518081,1.120728,0.91822004
66,111,-0.004547056647188077,-0.010602727599770996,392136.544186591,428526.2647835154,2.4713725992799236,2.4628370095754137,1.0073058380489257,2.58,0.017133303,2.57,0.047452472,1.120728,0.96267104
66,182,0.0002533030425596258,-0.008355536073636828,194146.2560466548,191717.01585637243,2.4713725992799236,4.306826198852466,1.039155036857572,2.58,0.017133303,3.01,0.26315847,1.120728,0.9384592
66,341,-0.0008958813576627088,-0.008893503562127453,241544.23562136834,260088.00928969376,2.4713725992799236,3.262359715354771,1.121043355691058,2.58,0.017133303,2.49,0.066578835,1.120728,0.8575819
66,369,9.280097458603045e-05,-0.008430671878115727,200766.1455422309,211638.1180217044,2.4713725992799236,2.3818316112046602,1.0933750101537127,2.58,0.017133303,2.48,0.037532017,1.120728,1.1610634
66,374,-0.0009485438857125888,-0.008918156461998943,243716.29558700838,256033.79282491,2.4713725992799236,2.8303567100572407,1.0317628330334117,2.58,0.017133303,2.63,0.07295166,1.120728,0.9557176
66,384,0.000432545458345473,-0.008271627353476122,186753.42304205065,217197.46032981153,2.4713725992799236,2.3329488445895636,1.2282086429012686,2.58,0.017133303,2.2,0.10702473,1.120728,1.0212777
66,452,9.32692634463151e-05,-0.008430452658135012,200746.83102157564,247485.74678964354,2.4713725992799236,3.7810782062601107,1.0642549794454763,2.58,0.017133303,2.39,0.13342601,1.120728,0.92103034
66,514,-0.0021348113460610404,-0.00947348363681818,292643.76174897933,345170.71572235855,2.4713725992799236,2.4153456358290373,1.0898809704074868,2.58,0.017133303,2.53,0.03375175,1.120728,1.0594563
66,521,-0.0005862897893881306,-0.008748574516440507,228775.1666827863,233265.63053779723,2.4713725992799236,3.904184774902354,1.0854630224563129,2.58,0.017133303,2.5,0.027484203,1.120728,1.0601891
66,540,0.0011726286347991735,-0.007925172347966185,156228.77680220007,179096.82275130463,2.4713725992799236,3.7473890543929382,1.3786713260488495,2.58,0.017133303,2.37,0.10293456,1.120728,0.9071982
66,545,0.0008918339961601412,-0.008056620692114477,167810.11966095018,151966.9422734286,2.4713725992799236,3.9213052437525286,1.1206493035362803,2.58,0.017133303,2.53,0.046262298,1.120728,0.8973423
66,561,0.00020526719429596243,-0.008378023086724475,196127.48913197574,237703.12400156507,2.4713725992799236,2.1800449910201847,1.3526473489043263,2.58,0.017133303,2.25,0.14297366,1.120728,1.0002975
66,581,-0.0009503729609011266,-0.008919012706641012,243791.7355846364,229663.00406112688,2.4713725992799236,2.887429020155806,1.1130580359902937,2.58,0.017133303,2.48,0.035825074,1.120728,0.960627
66,617,-0.00043655849653854474,-0.008678480833001049,222599.51657928072,210709.56093189697,2.4713725992799236,3.5095929819909895,1.3199938386707137,2.58,0.017133303,2.55,0.0774406,1.120728,1.0118461
66,662,-0.0012643428316886536,-0.009065991366303127,256741.38711121774,220096.12638495446,2.4713725992799236,3.5252802792054494,1.2316793538739628,2.58,0.017133303,2.49,0.09897191,1.120728,0.9007761
66,670,0.00032549483901017813,-0.008321740940829058,191168.71363225798,214880.60368793723,2.4713725992799236,2.797970845729691,1.0047047280294925,2.58,0.017133303,2.44,0.09480864,1.120728,0.8348741
66,701,-0.0012098745183011439,-0.009040493124463323,254494.84773519522,255149.3885655954,2.4713725992799236,3.6398487271824727,1.0011692229880045,2.58,0.017133303,2.5,0.04847519,1.120728,0.8888338
66,791,-0.00025940050959311674,-0.008595547896141963,215292.65560456488,201583.9633915899,2.4713725992799236,3.7132729675121565,1.256673937803961,2.58,0.017133303,2.21,0.087640345,1.120728,0.756597
66,822,-0.001650073775399435,-0.009246563524244935,272650.81590941706,234275.39321305952,2.4713725992799236,3.2601194861217784,1.1518031970481875,2.58,0.017133303,2.57,0.039193444,1.120728,1.0134135
66,940,0.002329948208450125,-0.007383396542188116,108495.26292687152,119352.64653104676,2.4713725992799236,3.856514934771553,2.4385890340770224,2.58,0.017133303,2.55,0.06525351,1.120728,1.6201409
66,954,-0.00024022765319164658,-0.008586572510291358,214501.87332808255,251286.2236701173,2.4713725992799236,3.652903229443177,1.0483461905233895,2.58,0.017133303,2.39,0.077132374,1.120728,1.0048437
66,1015,3.0680306961827428e-06,-0.008472678545148408,204467.17058298766,188350.1299566538,2.4713725992799236,3.219068564470613,1.0229934086541617,2.58,0.017133303,2.61,0.05067742,1.120728,1.7462513
66,1045,0.0021067491974860577,-0.007487882655416506,117701.0806883416,112153.9258783684,2.4713725992799236,5.932782436439112,1.5048732022059257,2.58,0.017133303,2.29,0.2156713,1.120728,0.6214124
66,1059,0.0005225466756753607,-0.00822949509964576,183041.33309384386,170229.28358702332,2.4713725992799236,4.024617495806822,1.0886100871220665,2.58,0.017133303,2.54,0.02756405,1.120728,1.0003843
66,1071,0.0011337942468221361,-0.007943351883089561,157830.4967070091,148043.62387318732,2.4713725992799236,4.077084565128663,1.1749297554265405,2.58,0.017133303,2.37,0.07562082,1.120728,0.93702227
66,1128,0.000733728574749886,-0.008130634554864763,174331.15974225037,187208.98388048078,2.4713725992799236,4.966387656356836,1.1424815432477557,2.58,0.017133303,2.53,0.05141238,1.120728,1.012184
66,1217,0.0031802247294887885,-0.006985356745914152,73425.70475217662,80676.78414993503,2.4713725992799236,10.21525696774551,1.500061789031984,2.58,0.017133303,1.65,0.61025304,1.120728,4.491376
67,1115,-0.002581452909025177,-0.009305868712970032,33493.85346386946,38856.17063205798,3.3749314725250095,2.6842147050048006,1.0144108088957122,2.64,0.018986596,2.6,0.07830312,1.1845275,1.1337339
68,142,0.002782277269706106,-0.004472860419166704,166044.2543789127,175292.9143459179,2.6990350186124306,3.1037984017117535,1.250170981045509,2.63,0.023462504,2.49,0.06310555,0.941889,0.96267015
68,267,0.003909919467720393,-0.0024843465934335767,87855.02313841644,106815.69385181104,2.6990350186124306,2.5334055261292425,1.53406079892684,2.63,0.023462504,1.93,0.41204244,0.941889,7.3685746
68,500,0.003978328032483309,-0.0023637131362348658,83111.66296752445,96949.81869085036,2.6990350186124306,3.9357827095039437,1.174156084075768,2.63,0.023462504,2.17,0.2935141,0.941889,1.0340085
68,566,0.003287911413905627,-0.0035812119084298382,130984.2458996931,121510.87001326731,2.6990350186124306,3.4790464435685835,1.6578967038959316,2.63,0.023462504,2.15,0.087302275,0.941889,1.1538359
68,664,0.003919541406330107,-0.0024673790145424493,87187.8505332571,77140.94992033236,2.6990350186124306,5.920222954407163,1.447080135650559,2.63,0.023462504,2.42,0.033981897,0.941889,0.9191526
68,694,0.0030231365241396198,-0.004048122893078888,149343.38953501222,159972.60371081805,2.6990350186124306,3.7204973548950706,1.1973228304543446,2.63,0.023462504,2.42,0.058916938,0.941889,1.0623972
68,819,0.0037035475268754462,-0.002848268286268592,102164.58288413209,86907.52059747904,2.6990350186124306,5.339486155482634,1.394918976878536,2.63,0.023462504,2.29,0.11916122,0.941889,0.61862457
68,1055,0.002750640310198763,-0.004528649863278757,168237.91966300888,159590.3384709984,2.6990350186124306,3.3436539341747715,1.22616656884915,2.63,0.023462504,2.59,0.105868556,0.941889,0.86930984
69,90,-0.00039939364453759924,-0.0004720058755326761,17796.799654517854,20790.951405432592,3.638773101313847,5.779173949763352,2.4584328657125694,2.54,0.046287157,1.83,0.91771066,1.0458367,0.79414743
69,185,0.00076300012293658,-0.0004964819381771789,47293.61394860115,39753.502181358446,3.638773101313847,3.0786169932565617,2.059426844369448,2.54,0.046287157,2.43,0.09001691,1.0458367,1.0278939
69,229,0.0008804913910039262,-0.0004989559050185937,50275.063275269065,59810.02096978189,3.638773101313847,2.3786200405905817,1.4713371046254202,2.54,0.046287157,2.35,0.06663345,1.0458367,0.8658942
69,284,0.0012056000354619693,-0.0005058015882721398,58524.99507920321,53441.80815860389,3.638773101313847,4.418142599752129,1.5281278855829976,2.54,0.046287157,2.52,0.09315857,1.0458367,0.99079025
69,432,0.0031763295000530305,-0.0005472984537753952,108534.07347200527,122169.51774435752,3.638773101313847,1.1101025003939606,2.0171297586597094,2.54,0.046287157,2.59,0.032026265,1.0458367,1.1184165
69,452,0.0006394777301556443,-0.0004938809763445336,44159.119267906804,53252.344945058474,3.638773101313847,3.7810782062601107,1.6184562016497563,2.54,0.046287157,2.39,0.13342601,1.0458367,0.92103034
69,689,0.0005949798438100852,-0.0004929440020728042,43029.94434737512,37713.87179893282,3.638773101313847,5.231484311262879,1.6803757997046578,2.54,0.046287157,2.31,0.08349456,1.0458367,0.88523084
69,695,0.0014585197508196902,-0.0005111272179944817,64943.06620447256,74574.48768833635,3.638773101313847,3.5729043781286087,1.3281459440428085,2.54,0.046287157,2.41,0.09072559,1.0458367,0.98068804
69,759,0.0038900515268503934,-0.0005623270142576258,126645.42839417125,147667.8986293831,3.638773101313847,2.917298842472716,2.2667219133384,2.54,0.046287157,2.5,0.014818258,1.0458367,0.93484807
69,852,0.006075987592765128,-0.0006083553994600571,182115.57284886288,172561.9606897443,3.638773101313847,0.5403942277195554,2.123811806410572,2.54,0.046287157,2.56,0.03778783,1.0458367,1.0606072
69,854,0.0020823487124118816,-0.0005242629360021273,80773.30166017363,99459.92016607616,3.638773101313847,0.9741069155688679,2.166585987790011,2.54,0.046287157,2.37,0.24596710000000002,1.0458367,1.104723
69,889,0.007975972143549259,-0.0006483626174870695,230329.43378334324,240518.41944402436,3.638773101313847,2.4673148580327924,1.3669874946674612,2.54,0.046287157,2.55,0.029976364,1.0458367,1.0995424
69,906,0.0019098185016867867,-0.0005206300360641375,76395.18838369288,70282.06132282357,3.638773101313847,3.4988774223726575,1.266118276672236,2.54,0.046287157,2.45,0.143411,1.0458367,0.89328635
69,947,0.0012212725791616228,-0.0005061315987833154,58922.700335339534,60530.739813769964,3.638773101313847,1.9522916615728865,2.419284142061171,2.54,0.046287157,2.51,0.052866183,1.0458367,0.9457353
69,954,0.0004465772250558085,-0.0004898191472302573,39264.09097768405,45928.92943913666,3.638773101313847,3.652903229443177,1.634364990571843,2.54,0.046287157,2.39,0.077132374,1.0458367,1.0048437
69,999,0.00704961359383243,-0.0006288566544230999,206822.23090999282,244926.15254944345,3.638773101313847,2.167071094706586,1.602724444859981,2.54,0.046287157,2.61,0.024471145,1.0458367,1.0595068
69,1005,-0.0008330279492897927,-0.0004628750106700891,6792.929092984154,6832.273106640067,3.638773101313847,4.138213185240246,1.8473868960406088,2.54,0.046287157,2.47,0.17715493,1.0458367,1.1063442
69,1032,0.001309398980664056,-0.0005079872413238765,61158.98908039325,67528.89314253941,3.638773101313847,4.173924624079979,1.9205621415454517,2.54,0.046287157,2.52,0.044454236,1.0458367,1.0599105
69,1058,0.0052026837231395244,-0.0005899665876660214,159954.6814319851,148728.89853467303,3.638773101313847,2.9144476836386795,1.7413413175927088,2.54,0.046287157,2.52,0.031945106,1.0458367,1.077075
69,1120,0.000636964555237583,-0.0004938280574211427,44095.34513566272,42032.2596013079,3.638773101313847,4.628858342547671,1.7727981883588193,2.54,0.046287157,1.87,0.11538025,1.0458367,1.1539588
69,1128,0.0006610807587228472,-0.0004943358627137808,44707.316049124245,45256.66111156888,3.638773101313847,4.966387656356836,1.5402296378474767,2.54,0.046287157,2.53,0.05141238,1.0458367,1.012184
69,1223,0.0003176375206766723,-0.0004871041152247047,35992.12701708078,33814.634758320186,3.638773101313847,3.383864339489978,1.9075958118905336,2.54,0.046287157,2.56,0.07454447,1.0458367,0.8109422
69,1268,0.0031693033928547193,-0.0005471505078342306,108355.77951944112,94561.68752797677,3.638773101313847,2.6627420138824944,1.0128716593014169,2.54,0.046287157,2.46,0.017167743,1.0458367,1.1654347
69,1288,-0.00038860653199894555,-0.0004722330154654917,18070.53258756123,20945.273327788207,3.638773101313847,5.00654250615055,1.988620896020132,2.54,0.046287157,2.5,0.016151123,1.0458367,0.8738016
69,1292,-6.48863082800032e-05,-0.0004790494632964659,26285.231934259897,29756.974352092577,3.638773101313847,2.503444865346218,1.6488573422717872,2.54,0.046287157,2.78,0.490743,1.0458367,0.90278924
70,145,-0.003135643764476787,-0.00815962434689196,330121.92984545574,326922.2246488604,2.046673900559465,1.5305264682986954,1.3645457228549815,2.49,0.06518081,2.52,0.01763839,0.91822004,1.1327322
70,146,-0.002692375137866681,-0.002874595611758484,90899.74269765298,106353.00660038735,2.046673900559465,3.5064475802471504,1.1158989434483126,2.49,0.06518081,2.49,0.05125692,0.91822004,1.0033841
70,214,-0.0029419496428591584,-0.005850236907487137,225589.53429697003,207638.35511647863,2.046673900559465,3.6725369343395062,2.1128857577899183,2.49,0.06518081,1.02,0.040975425,0.91822004,1.1653367
70,343,-0.00279151002659613,-0.004056566778082959,144400.6301524568,133033.96181964537,2.046673900559465,4.845194944162135,1.3148968820757194,2.49,0.06518081,2.36,0.20714259,0.91822004,1.2372752
70,666,-0.002774684803640461,-0.0038559620398776733,135320.43274375363,132442.5526807161,2.046673900559465,3.3247093079075296,1.458829240698031,2.49,0.06518081,2.48,0.028654026,0.91822004,2.0656223
70,751,-0.0028701486400620315,-0.004994163772114997,186840.1351800269,211524.49701129383,2.046673900559465,2.5770793481573833,1.438981108936247,2.49,0.06518081,2.54,0.048545804,0.91822004,1.0696125
70,826,-0.00331172055517045,-0.010258962857543227,425146.64498901943,405166.848928736,2.046673900559465,1.450312872083955,1.4127351133328596,2.49,0.06518081,2.6,0.024991501,0.91822004,1.0991955
70,897,-0.002884079801057853,-0.0051602630215469925,194358.47192407996,174166.62641367764,2.046673900559465,3.2593837195089392,1.473157957491742,2.49,0.06518081,2.56,0.02751372,0.91822004,1.4833994
71,166,-0.006087995531718641,-0.004587818829962202,42697.6807251426,46328.46925759742,4.859566151863943,7.972327744693972,2.1110061901727413,2.66,0.032286096,0.73,0.046569068,1.038622,1.0254942
71,186,-0.004986830321134717,-0.0034537807759790536,12669.290681415454,11268.376715899129,4.859566151863943,1.9214724100247422,1.9933947083551002,2.66,0.032286096,2.58,0.065266915,1.038622,1.2557819
71,517,-0.009114752744335753,-0.0077049331614761915,125236.29098502791,105491.08721978709,4.859566151863943,4.139759300686309,1.1265779229776203,2.66,0.032286096,2.13,0.2876571,1.038622,5.455476
72,83,-9.206955437855442e-05,-0.0008392701281176237,50017.64374582685,49963.09452436698,1.0549470850525062,4.902324991763341,2.058476876527865,2.47,0.07860535,2.5,0.07771205,0.8838635,1.0629755
72,217,0.00028066512686718325,-0.000782236540466552,83014.70061281527,73176.76628345404,1.0549470850525062,4.445763613907761,1.778845829084379,2.47,0.07860535,1.6,0.73250693,0.8838635,33.902397
72,278,0.0002545984630683146,-0.0007862251023829669,80707.09890312387,84420.17901523267,1.0549470850525062,3.3620377009604074,2.200709701479799,2.47,0.07860535,2.98,0.24118136,0.8838635,1.7791512
72,314,0.00017609345538106835,-0.0007982374598647402,73757.29161837701,87502.12331052708,1.0549470850525062,1.7014419051178078,1.3653276080064745,2.47,0.07860535,2.53,0.06130849,0.8838635,0.9462543
72,389,0.0006455791775046918,-0.0007263996180138738,115319.42106492278,101500.26413297925,1.0549470850525062,2.778284552979974,1.914596568430774,2.47,0.07860535,2.56,0.1706686,0.8838635,0.8887336
72,521,-0.00021113899688245287,-0.0008574894080164351,39476.79159788448,46465.50832142467,1.0549470850525062,3.904184774902354,1.7701378661525213,2.47,0.07860535,2.5,0.027484203,0.8838635,1.0601891
72,594,-1.486589166162667e-05,-0.0008274568945064301,56852.2469560678,51638.54720871798,1.0549470850525062,6.24289774711369,2.107794330679922,2.47,0.07860535,2.3,0.075319044,0.8838635,0.80461484
72,701,-0.00012329119812153544,-0.0008440474736253574,47253.687489798205,45445.81737348755,1.0549470850525062,3.6398487271824727,1.85443166562083,2.47,0.07860535,2.5,0.04847519,0.8838635,0.8888338
72,783,0.0023248004098580903,-0.0004694554264487551,263975.7207981076,270120.798093932,1.0549470850525062,1.6251678657807531,1.6157838335352253,2.47,0.07860535,2.75,0.099580124,0.8838635,8.871156
72,849,-2.5715719907328134e-06,-0.000825575692692269,57940.62532742188,53854.296175668525,1.0549470850525062,4.222757321401211,1.4233532518043746,2.47,0.07860535,2.47,0.11452982,0.8838635,0.8981195
72,1039,0.0020774876273659546,-0.0005072977200887086,242081.87952594005,256216.82642846217,1.0549470850525062,1.6408817508368623,2.301902640021879,2.47,0.07860535,2.64,0.042492956,0.8838635,1.0166413
72,1055,-0.0003840306553202363,-0.0008839442351409052,24171.223931809636,26863.241008858808,1.0549470850525062,3.3436539341747715,1.0123261881847705,2.47,0.07860535,2.59,0.105868556,0.8838635,0.86930984
72,1136,-0.00041438458342841887,-0.0008885888080943167,21484.08387665108,23161.224974917008,1.0549470850525062,4.680050965324975,2.0804521688358286,2.47,0.07860535,2.51,0.026310299,0.8838635,0.9978621
72,1143,0.00036200263028940416,-0.0007697907717625332,90215.26004793913,104447.41780725794,1.0549470850525062,2.716420723055989,1.6617209980566385,2.47,0.07860535,2.46,0.080956444,0.8838635,0.96136576
72,1258,0.0017120535207137313,-0.0005632142183409866,209731.1201116565,224064.96787902855,1.0549470850525062,1.2969152212147608,1.019572041091157,2.47,0.07860535,2.48,0.06999193,0.8838635,0.8643737
72,1292,-0.00010084022716339274,-0.0008406121629756656,49241.20301410901,43155.67970252424,1.0549470850525062,2.503444865346218,1.821747049785389,2.47,0.07860535,2.78,0.490743,0.8838635,0.90278924
73,489,-0.0029086803633688084,-0.003353790438595265,433601.3894948385,424007.91595096694,2.03265294231154,0.6390727779693799,1.4173812803995123,2.62,0.012400625,2.54,0.063711904,1.0931245,1.0504785
73,510,-0.002290687695790423,-0.0023547102419195533,380247.1595819672,403116.58469260193,2.03265294231154,0.9300263727025322,1.8621888965822402,2.62,0.012400625,2.51,0.037920143,1.0931245,1.1400192
74,224,-0.0035761396063284647,0.0012715253175637638,72880.28171244285,77508.93919018378,3.144952109956813,3.760762308613832,1.6660297547223348,2.66,0.060505316,2.44,0.04758891,0.92379826,0.9627673
74,272,-0.007519885414883076,-0.0023859466021035483,230765.86644674325,252730.77479820047,3.144952109956813,1.9072823850425586,1.2278837340449094,2.66,0.060505316,2.53,0.040155217,0.92379826,1.0898871
