,star_s,star_b,cross_point_x,cross_point_y,TBL_S,TBL_B,vel_mod_s,vel_mod_b,angle,parallax_s,parallax_err_s,parallax_b,parallax_err_b,ruwe_s,ruwe_b,star_score,star_score_ID
4121,479,766,-0.0076478149576926,0.0008848769678704,222994.546988962,229957.60886356732,3.005106686869061,4.792736662454876,1.3172511352420893,2.53,0.06582504,2.84,0.18000656,0.8622481,3.2255764,2.782517804479278,479.0
4125,479,1025,-0.0034171732490626,7.793027449117809e-05,90686.37245677332,103211.66146732176,3.005106686869061,3.0221885891675178,1.4561559889011415,2.53,0.06582504,2.51,0.018604323,0.8622481,1.061218,2.782517804479278,479.0
4120,479,524,-0.0118509650808249,0.0016865799546111,354442.9556173735,302080.1796028108,3.005106686869061,3.2593909707898927,1.0275272725177251,2.53,0.06582504,2.63,0.011923948,0.8622481,1.0285211,2.782517804479278,479.0
4131,479,1218,-0.0055279645088616,0.0004805396526463,156698.80216284478,154284.47473939776,3.005106686869061,5.643860161378698,1.3778185333822524,2.53,0.06582504,0.66,0.0882276,0.8622481,0.87876874,2.782517804479278,479.0
4127,479,1055,-0.0007784230106465,-0.000425381262196,8162.667748090295,10164.02340052889,3.005106686869061,3.3436539341747715,2.469577401595852,2.53,0.06582504,2.59,0.105868556,0.8622481,0.86930984,2.782517804479278,479.0
4130,479,1133,-0.0015005180809472,-0.000287649856557,30745.312928203635,26564.73179066763,3.005106686869061,6.135373585464891,1.0788318789560774,2.53,0.06582504,2.47,0.10194129,0.8622481,0.7024967,2.782517804479278,479.0
4128,479,1068,-0.0013561938682882,-0.0003151780553979,26231.748690714307,22974.82232737696,3.005106686869061,10.463304618994124,1.1759065315667676,2.53,0.06582504,1.54,0.5172692,0.8622481,2.5458083,2.782517804479278,479.0
4787,594,835,-0.0011073267986121,-0.0035221606693486,94636.57703530756,82863.53081928758,6.24289774711369,1.7488537952496697,1.000435101263596,2.3,0.075319044,2.49,0.021851663,0.80461484,1.34375,2.7794176041848924,835.0
2427,235,835,-0.0032487128100886,-0.0039233413550534,164162.62915129113,197867.51410429188,2.112771653861671,1.7488537952496697,1.181671998632861,2.71,0.079630286,2.49,0.021851663,1.1914916,1.34375,2.7794176041848924,835.0
4391,514,835,-0.0018845031133039,-0.0036677617544265,123064.47408419804,124602.0923982378,2.4153456358290373,1.7488537952496697,1.3425095137421696,2.53,0.03375175,2.49,0.021851663,1.0594563,1.34375,2.7794176041848924,835.0
1944,194,835,-0.0034856858881374,-0.0039677373777395,225072.79803858863,210594.247052421,5.399449639628749,1.7488537952496697,1.081875070551848,2.34,0.044636026,2.49,0.021851663,2.61426,1.34375,2.7794176041848924,835.0
5801,791,835,-0.0008951701705284,-0.0034824139160424,73485.95234289169,71469.57513862851,3.713272967512157,1.7488537952496697,1.5093024811386442,2.21,0.087640345,2.49,0.021851663,0.756597,1.34375,2.7794176041848924,835.0
5553,736,835,-0.0061641610867464,-0.0044695397202702,382471.0812623049,354442.8177067717,2.547614330304321,1.7488537952496697,1.1126000917773582,2.55,0.03624226,2.49,0.021851663,1.0308089,1.34375,2.7794176041848924,835.0
4243,492,835,-0.0006123706255032,-0.0034294324756191,66971.07822767648,56281.7136438856,4.181821122869716,1.7488537952496697,1.1853893584318205,2.51,0.05064803,2.49,0.021851663,1.2842568,1.34375,2.7794176041848924,835.0
1553,164,835,-0.0016434648373845,-0.0036226041320752,125026.2714719312,111657.03638950472,4.970472889509272,1.7488537952496697,1.061074350813025,2.49,0.056520727,2.49,0.021851663,1.0427083,1.34375,2.7794176041848924,835.0
4511,532,835,-0.001020538957169,-0.0035059012908178,75806.33127627955,78202.55544484589,4.174099223263706,1.7488537952496697,1.2445322330619506,2.69,0.4047274,2.49,0.021851663,0.8464673,1.34375,2.7794176041848924,835.0
4967,622,835,-0.0003108887217953,-0.0033729509649485,47154.8302110239,40090.50868180243,1.962993550577071,1.7488537952496697,1.0243935683129175,2.64,0.10910031,2.49,0.021851663,0.899674,1.34375,2.7794176041848924,835.0
4770,590,835,-0.0012281965328835,-0.0035448051634361,89474.1031527736,89354.88773733651,4.886680545126053,1.7488537952496697,1.0964334497791974,2.55,0.06708538,2.49,0.021851663,0.9828442,1.34375,2.7794176041848924,835.0
1147,111,835,-0.0037142807200176,-0.0040105637672418,179462.28152279058,222871.02297403727,2.4628370095754137,1.7488537952496697,1.2599343813836086,2.57,0.047452472,2.49,0.021851663,0.96267104,1.34375,2.7794176041848924,835.0
4717,581,835,-0.0008419156218928,-0.0034724368748999,55490.78531616488,68609.51852654782,2.887429020155806,1.7488537952496697,1.3656865793249766,2.48,0.035825074,2.49,0.021851663,0.960627,1.34375,2.7794176041848924,835.0
526,44,835,-0.0010272694380982,-0.0035071622213273,70174.24082782125,78564.01858700285,6.203405634887897,1.7488537952496697,1.1085577879387036,3.23,0.10184912,2.49,0.021851663,2.471801,1.34375,2.7794176041848924,835.0
3493,384,835,-4.026509693619359e-05,-0.0033222506377739,20454.8089301262,25556.559798682894,2.332948844589564,1.7488537952496697,1.4808371862359515,2.2,0.10702473,2.49,0.021851663,1.0212777,1.34375,2.7794176041848924,835.0
4644,565,835,-0.000144337191013,-0.0033417481565962,29866.78981577511,31145.792801750136,3.891435803481396,1.7488537952496697,1.0621472962159144,2.42,0.28823438,2.49,0.021851663,0.9924296,1.34375,2.7794176041848924,835.0
5844,806,835,-0.0034513641830429,-0.0039613073342487,239027.90717749269,208750.9862961378,3.2375966531350264,1.7488537952496697,1.0979843947724848,2.59,0.056414876,2.49,0.021851663,1.0863014,1.34375,2.7794176041848924,835.0
417,36,682,-0.0016397646422309,-0.0004611314925496,38692.04065515906,43775.52402572513,21.43642462675032,5.825205587428551,1.5047985620176871,2.32,0.029257638,2.58,0.014684017,1.0217519,1.2588668,2.7773296452566107,682.0
2276,220,942,-4.110938392818623e-05,-0.0039741973766841,201065.71964304207,170883.23245384093,1.8924043211423045,2.2987937294588496,1.1953900178282033,2.49,0.042015303,2.55,0.016906278,1.0660409,1.1368281,2.7756219333764753,220.0
2270,220,267,0.0023331961296969,-0.0015120090780386,34205.06154085679,39313.5384486598,1.8924043211423045,2.5334055261292425,1.7854299850462545,2.49,0.042015303,1.93,0.41204244,1.0660409,7.3685746,2.7756219333764753,220.0
2274,220,768,0.0022164492408763,-0.0016330772480393,42409.76080478503,37688.9819598011,1.8924043211423045,7.22775021872432,1.4416300758894285,2.49,0.042015303,2.09,0.6270406,1.0660409,2.3004754,2.7756219333764753,220.0
2278,220,1260,0.001013591217985,-0.0028804579797519,126943.81935426366,108519.69384755898,1.8924043211423045,2.847778169135438,1.0509045021974033,2.49,0.042015303,2.53,0.15645225,1.0660409,1.0008912,2.7756219333764753,220.0
2275,220,879,0.0009723682552817,-0.0029232067733765,129840.87310161408,121838.34024583313,1.8924043211423045,3.030468025309357,1.0674336561238726,2.49,0.042015303,2.81,0.16537023,1.0660409,0.7514017,2.7756219333764753,220.0
2273,220,694,0.0015906750219536,-0.0022820139373507,86387.71452372265,103547.7459289879,1.8924043211423045,3.720497354895071,1.448692016573759,2.49,0.042015303,2.42,0.058916938,1.0660409,1.0623972,2.7756219333764753,220.0
2272,220,449,-0.001739804005495,-0.0057357676532102,320446.01878429577,274590.18145592755,1.8924043211423045,2.578374022597933,1.6709508785793776,2.49,0.042015303,2.46,0.024411386,1.0660409,1.0102024,2.7756219333764753,220.0
