,star_s,star_b,cross_point_x,cross_point_y,TBL_S,TBL_B,vel_mod_s,vel_mod_b,angle,parallax_s,parallax_err_s,parallax_b,parallax_err_b,ruwe_s,ruwe_b,star_score,star_score_ID
5027,637,1146,-0.0018436995193316,0.0041031528715044,195288.80952356145,203040.2159580397,1.9765677342914951,3.7933031837004094,1.364960682904115,2.28,0.106722146,2.54,0.024954718,0.9822683,1.0134494,1.4898548875813526,637.0
5026,637,1054,0.0013362077379095,0.0031712771370169,40523.35284755473,36952.79979225607,1.9765677342914951,5.106440800651252,1.2107506044328078,2.28,0.106722146,3.41,0.11149649,0.9822683,8.884318,1.4898548875813526,637.0
5023,637,926,-0.0021842569316169,0.0042029536402174,211863.67135851597,183081.562498689,1.9765677342914951,3.2446456726557837,1.1993285270615193,2.28,0.106722146,2.46,0.02770854,0.9822683,2.2825937,1.4898548875813526,637.0
3683,416,442,-0.0015493971402787,0.0029030595618039,43220.29916620188,49636.1603002902,3.8345611221000513,2.359928665269574,1.078871259748618,2.33,0.16202918,2.47,0.043292824,2.022407,1.1084707,1.477810903627672,442.0
2564,247,442,-0.0013699532634907,0.0030779840548212,43683.268766352354,39833.2065780144,4.927683573318152,2.359928665269574,1.7922937403280526,2.54,0.08943113,2.47,0.043292824,0.903453,1.1084707,1.477810903627672,442.0
1687,174,442,-0.0026665065913809,0.0018140850708562,103692.86422023426,110663.44330313544,3.886651332388612,2.359928665269574,1.5686420962581182,2.47,0.05191259,2.47,0.043292824,0.9054152,1.1084707,1.477810903627672,442.0
2702,270,442,-0.0033298995936733,0.0011673999530669,122282.0007292848,146904.3617315497,3.448503975955067,2.359928665269574,1.3677876124705082,2.53,0.09967998,2.47,0.043292824,0.8655134,1.1084707,1.477810903627672,442.0
2122,214,442,-0.0072989280904424,-0.0027016665762347,342764.3595187467,363730.9449098591,3.672536934339506,2.359928665269574,1.398411602353998,1.02,0.040975425,2.47,0.043292824,1.1653367,1.1084707,1.477810903627672,442.0
4941,617,1112,-0.0013810352001289,-0.0036875099112338,77096.46231408448,91058.16615418196,3.509592981990989,4.804501884665388,1.2588541416157133,2.55,0.0774406,3.0,1.0414093,1.0118461,1.1995953,1.4737834236527194,617.0
4940,617,991,-0.0015322586413831,-0.0028883882440503,55703.205611395424,57409.56994701391,3.509592981990989,5.206441748074859,1.0476014039240678,2.55,0.0774406,2.61,0.028747968,1.0118461,1.0352361,1.4737834236527194,617.0
3618,403,831,-0.007415850648034,-0.0070587819784433,241001.0706210821,209147.8623719465,3.901760136417033,4.322736112683483,1.2681396211028364,2.45,0.071412764,2.14,0.19958766,1.0186573,0.9962947,1.4736661453640645,403.0
2092,211,1016,-0.0002733087656235,0.0026389601155769,153055.66990011063,133267.8034146695,1.4278972120328255,2.269764990011165,2.006182234497299,2.52,0.014094089,1.99,0.18731426,1.0658693,1.1196772,1.4658587243816334,211.0
2088,211,904,-0.0003240658208185,0.0026212507044012,156531.2328887117,156929.27682710387,1.4278972120328255,1.5299413949551992,1.8174711706023527,2.52,0.014094089,2.37,0.052646365,1.0658693,0.7042285,1.4658587243816334,211.0
2078,211,339,0.0007364370298653,0.0029912658867959,83913.85106888221,88245.51066088215,1.4278972120328255,2.8043347282936613,2.631359623077085,2.52,0.014094089,2.62,0.052369032,1.0658693,0.95063806,1.4658587243816334,211.0
2079,211,371,-0.0025077746155007,0.0018593428911028,306059.5582718147,373447.9808311946,1.4278972120328255,2.144075089163506,1.4371294107908597,2.52,0.014094089,2.53,0.15260334,1.0658693,1.0618222,1.4658587243816334,211.0
2080,211,449,-0.0068859264916677,0.0003317820137633,605851.2337508753,559448.3839115484,1.4278972120328255,2.578374022597933,1.2030833024927134,2.52,0.014094089,2.46,0.024411386,1.0658693,1.0102024,1.4658587243816334,211.0
2085,211,761,-0.0044945944438635,0.0011661307034099,442106.01396064105,407770.12310225033,1.4278972120328255,1.9895179071269664,1.2128651373497126,2.52,0.014094089,2.73,0.08389993,1.0658693,1.4414359,1.4658587243816334,211.0
2097,211,1264,-0.0018109353801594,0.0021024738705229,258343.85360662892,270308.4815055003,1.4278972120328255,2.616563500490774,1.07782440474854,2.52,0.014094089,2.61,0.04959287,1.0658693,1.4993024,1.4658587243816334,211.0
2096,211,1189,-0.0004214177369616,0.0025872840941417,163197.35477692971,163713.09447946725,1.4278972120328255,2.0672317401768923,1.0260540734409025,2.52,0.014094089,2.61,0.03153346,1.0658693,1.0609052,1.4658587243816334,211.0
2084,211,720,-0.0010687599844269,0.0023614228815923,207523.7789086321,180410.13535886505,1.4278972120328255,2.119384010070694,1.958749909592336,2.52,0.014094089,2.37,0.09442994,1.0658693,0.97726166,1.4658587243816334,211.0
2081,211,503,-0.0007664799171002,0.0024668900325519,186825.3083185397,158326.55543500016,1.4278972120328255,2.6837823282781264,1.8416637891947356,2.52,0.014094089,2.14,0.19531476,1.0658693,1.1276376,1.4658587243816334,211.0
2093,211,1034,-0.0089757647619021,-0.0003973738656739,748951.8237336867,763542.4768304734,1.4278972120328255,1.5562766986338166,1.1859779810375994,2.52,0.014094089,1.78,0.33350977,1.0658693,20.232666,1.4658587243816334,211.0
2082,211,554,-0.0038976708906642,0.0013744005607425,401231.9837286918,343003.7588860599,1.4278972120328255,2.490619458572697,1.024152457578576,2.52,0.014094089,2.59,0.044032462,1.0658693,1.1180924,1.4658587243816334,211.0
2089,211,947,-0.0016699275890855,0.0021516722517433,248688.4183596812,246234.08294847043,1.4278972120328255,1.9522916615728865,1.079061353392018,2.52,0.014094089,2.51,0.052866183,1.0658693,0.9457353,1.4658587243816334,211.0
2883,292,397,0.0021910277300452,-0.0048037948838249,80124.33811141753,77870.628595404,5.041025557207822,1.5588792518996049,1.099894126964557,2.54,0.030180741,2.57,0.055193175,1.0729824,1.1128827,1.4654446760712891,397.0
1238,127,397,0.0015271916473037,-0.0053986004098686,150970.28149377432,130655.24492191388,3.853941520409905,1.5588792518996049,1.3045270671008782,2.38,0.059995938,2.57,0.055193175,1.0386764,1.1128827,1.4654446760712891,397.0
2853,286,397,0.0012574822473667,-0.0056402634433783,127005.7985594536,152101.061992505,2.2718644231824325,1.5588792518996049,1.2511668404193967,2.49,0.022793557,2.57,0.055193175,1.0993092,1.1128827,1.4654446760712891,397.0
2626,256,397,0.0003158139962898,-0.0064840101061498,206990.76253333592,226977.37352814837,3.487615259912733,1.5588792518996049,1.066238196000638,2.57,0.21943684,2.57,0.055193175,0.9538948,1.1128827,1.4654446760712891,397.0
6546,1055,1075,8.72840474290407e-05,-0.0014319454029285,46819.47666333534,54438.04168860265,3.3436539341747715,2.891456911414077,1.0948307579500995,2.59,0.105868556,2.46,0.066933274,0.86930984,0.75244933,1.4584987279122326,1075.0
1365,142,1075,7.178493694166735e-05,-0.0014702461673259,54980.24378162371,55757.2164821116,3.103798401711753,2.891456911414077,1.1188351701464587,2.49,0.06310555,2.46,0.066933274,0.96267015,0.75244933,1.4584987279122326,1075.0
2565,247,469,-0.0011598875389956,0.002736239277554,36168.09809989496,37241.26048412584,4.927683573318152,4.634174331646991,1.897129655165526,2.54,0.08943113,2.6,0.05430241,0.903453,1.3892567,1.4537927682666907,469.0
865,81,335,-0.0031983819618137,-0.0028519230476025,40083.70468715808,41838.710107072366,22.582380294209283,4.335229571239259,2.4860124174103104,2.68,0.0162079,1.88,0.20552778,1.0076104,13.862651,1.4512203175424432,335.0
1278,133,335,-0.0040579191177262,-0.0015314503889496,82625.30226146433,75389.97542383702,6.355292646961591,4.335229571239259,2.051562530341428,2.02,0.23912829,1.88,0.20552778,5.8559885,13.862651,1.4512203175424432,335.0
4188,485,1054,-0.000881580943091,0.0002241489085054,95881.10927972542,103633.16759176685,1.2068139520293708,5.106440800651252,1.2930418428968995,2.54,0.049481206,3.41,0.11149649,0.69597614,8.884318,1.4499663898552904,485.0
4180,485,701,-2.536373233524424e-05,-0.0001053492660098,25701.17515582507,26546.44821164203,1.2068139520293708,3.6398487271824727,1.806358091183831,2.54,0.049481206,2.5,0.04847519,0.69597614,0.8888338,1.4499663898552904,485.0
4181,485,724,-0.0002249337973016,-2.854869336506782e-05,42058.95661186738,41042.00475869959,1.2068139520293708,3.805890865973632,1.56197110769993,2.54,0.049481206,2.37,0.086260915,0.69597614,1.0016862,1.4499663898552904,485.0
4182,485,730,-0.0062546700564716,0.0022918754528061,536286.9260304312,512719.5923574205,1.2068139520293708,1.3407253171776132,1.4027507835462174,2.54,0.049481206,2.52,0.025307138,0.69597614,1.0797343,1.4499663898552904,485.0
4183,485,761,-0.0044847083140686,0.001610740857802,391211.8248490102,387134.412954546,1.2068139520293708,1.9895179071269664,1.915925374914374,2.54,0.049481206,2.73,0.08389993,0.69597614,1.4414359,1.4499663898552904,485.0
4179,485,554,-0.0038956074203148,0.0013840370884094,342926.10786432045,342638.47643702256,1.2068139520293708,2.490619458572697,1.7272126951432374,2.54,0.049481206,2.59,0.044032462,0.69597614,1.1180924,1.4499663898552904,485.0
4184,485,786,-0.0023885004719324,0.0008040569361149,219395.9276407899,257908.97094825635,1.2068139520293708,1.3204740442790193,1.5255510082884165,2.54,0.049481206,2.52,0.043134883,0.69597614,1.0076303,1.4499663898552904,485.0
4185,485,789,-0.0018199497947671,0.0005852615090993,172794.61132954445,199667.22332480643,1.2068139520293708,1.794730053516996,1.4524617745574695,2.54,0.049481206,2.3,0.706022,0.69597614,2.9803944,1.4499663898552904,485.0
4178,485,503,-0.0006141942517486,0.0001212504551921,73964.73087914154,77471.36599844672,1.2068139520293708,2.6837823282781264,1.138603551630074,2.54,0.049481206,2.14,0.19531476,0.69597614,1.1276376,1.4499663898552904,485.0
4187,485,1024,-0.0066907362481626,0.0024596868589833,572029.1374951168,494152.9651701795,1.2068139520293708,1.5021720063149044,1.4234452902023167,2.54,0.049481206,2.53,0.035551973,0.69597614,1.0044527,1.4499663898552904,485.0
4189,485,1082,-9.826182787457606e-05,-7.729588293818254e-05,31676.275257109388,37424.37548810899,1.2068139520293708,4.256742541928368,1.194063243597489,2.54,0.049481206,2.79,0.41665158,0.69597614,1.0923895,1.4499663898552904,485.0
4190,485,1146,-0.0033993027069303,0.0011930440845206,302246.43960588786,283346.5336415488,1.2068139520293708,3.7933031837004094,1.447251921368207,2.54,0.049481206,2.54,0.024954718,0.69597614,1.0134494,1.4499663898552904,485.0
5070,650,1111,0.0009751193444388,0.001948656019446,9016.64064592986,8757.17194037496,3.98647180037476,5.161689829277247,1.4718483206048325,2.41,0.07207697,2.56,0.043612465,0.8194125,1.0801165,1.4466229192269353,650.0
4047,468,1280,-0.0007019505312198,0.001246865890828,98896.12593214182,99996.32603929698,3.3814844095667778,6.86791036308854,2.302713128226033,2.27,0.08275403,2.65,0.02273873,1.2778022,1.0286908,1.442131962583171,468.0
4046,468,1243,-0.0005120629963068,0.0014673469696683,90952.18782020552,105914.70491008648,3.3814844095667778,3.9615289396166458,1.2183840983480732,2.27,0.08275403,0.79,0.02656845,1.2778022,1.0223781,1.442131962583171,468.0
1260,128,1154,-0.0051281351211397,0.0073968427048487,1586088.2906404024,1542868.3510072432,0.8052860504534347,0.4264652959216888,1.660076019200268,2.51,0.04162057,2.51,0.024339553,1.1871357,1.1046798,1.4407428596015557,1154.0
5096,653,1154,-0.000884900463557,0.0095975725477137,428869.0619349156,508147.131156214,1.453331439306734,0.4264652959216888,1.6925911078832263,2.48,0.029699985,2.51,0.024339553,1.7321298,1.1046798,1.4407428596015557,1154.0
4550,541,1154,-0.0065453041379862,0.0066618359471658,1822263.0358129933,1888447.8374554203,0.5431637024911492,0.4264652959216888,1.2873703249221538,2.44,0.057542913,2.51,0.024339553,0.9096234,1.1046798,1.4407428596015557,1154.0
6135,876,1154,0.0001964558113449,0.0101584119113095,204047.1906573065,244456.25045963004,3.0496689825657564,0.4264652959216888,1.7466990869885537,2.78,0.027605632,2.51,0.024339553,1.4618512,1.1046798,1.4407428596015557,1154.0
6222,904,1154,-0.0009440376511828,0.0095669013772191,577696.5464021611,522567.8521053609,1.5299413949551992,0.4264652959216888,1.9602234444661424,2.37,0.052646365,2.51,0.024339553,0.7042285,1.1046798,1.4407428596015557,1154.0
888,82,1154,-0.0065827160315064,0.0066424324785405,1778726.3907893845,1897570.802180228,0.5952852031575492,0.4264652959216888,1.5859004675125132,2.56,0.09393696,2.51,0.024339553,0.9639108,1.1046798,1.4407428596015557,1154.0
6589,1088,1154,-0.0010600335406055,0.0095067407601187,524852.7623114234,550853.6806976107,3.1370978626572943,0.4264652959216888,1.92819357194588,3.62,0.44392776,2.51,0.024339553,2.6819794,1.1046798,1.4407428596015557,1154.0
2670,261,1154,-0.0066689199715997,0.0065977232887725,1844872.1192176284,1918591.8046105143,0.8307838486920318,0.4264652959216888,1.6366041992378833,2.52,0.101464234,2.51,0.024339553,1.4193374,1.1046798,1.4407428596015557,1154.0
6355,948,1154,-0.0047447085872679,0.0075957047249187,1202004.0654264584,1449369.027291529,1.3677008233876304,0.4264652959216888,1.2821018040214602,2.51,0.026092539,2.51,0.024339553,1.8259364,1.1046798,1.4407428596015557,1154.0
5473,720,1154,-0.0006848699775843,0.0097013172367274,500560.4305706908,459369.2988760048,2.119384010070694,0.4264652959216888,2.101502183456125,2.37,0.09442994,2.51,0.024339553,0.97726166,1.1046798,1.4407428596015557,1154.0
3987,458,544,0.0024546155346565,0.0062641114934524,63308.08653803016,66301.19901707224,12.463043524469228,2.3016540028976293,2.4678448716211183,1.83,0.087777816,2.46,0.10848473,0.8823632,1.0126553,1.4387165780455469,544.0
2885,292,1018,0.001227660330389,-0.0011781097169607,11422.97771191269,14170.097425652171,5.041025557207822,1.0754409954080275,1.024984403699943,2.54,0.030180741,2.38,0.0584938,1.0729824,0.99244636,1.4353697165708652,1018.0
6144,879,1018,0.0006260418155017,-0.001804437014987,86161.80621414547,88719.82847035147,3.030468025309357,1.0754409954080275,1.0654830884273987,2.81,0.16537023,2.38,0.0584938,0.7514017,0.99244636,1.4353697165708652,1018.0
3986,456,1018,0.0007349004460221,-0.0016911075042863,87011.83845099108,75230.58000745802,1.3288372110329068,1.0754409954080275,1.3042190023297662,2.54,0.06802976,2.38,0.0584938,0.68609875,0.99244636,1.4353697165708652,1018.0
2068,209,1018,-0.0001068012476113,-0.0025673783212114,209773.44590498204,179530.28709342194,1.8937454521976984,1.0754409954080275,1.2074934079877355,2.51,0.08528131,2.38,0.0584938,1.0413922,0.99244636,1.4353697165708652,1018.0
855,79,1018,-1.3635660422787329e-05,-0.0024703863752375,159650.03856623138,167985.6466017126,1.781016951267076,1.0754409954080275,1.3929659295956076,2.34,0.054943155,2.38,0.0584938,1.0827593,0.99244636,1.4353697165708652,1018.0
5573,742,791,-0.0007093828110021,-0.0049765960380224,93809.2657607949,110919.30705550118,0.9996950927399084,3.713272967512157,2.2308605848776444,2.64,0.03887007,2.21,0.087640345,1.493218,0.756597,1.427585823723808,742.0
5592,742,1204,-0.0018247016412451,-0.0043135494133664,213628.95558145185,178032.41355882536,0.9996950927399084,1.9206782666760165,1.1476303540294053,2.64,0.03887007,2.6,0.026161926,1.493218,1.2784501,1.427585823723808,742.0
5574,742,794,-0.0010077125644791,-0.0047992417867414,125859.09542080204,104973.14609837996,0.9996950927399084,4.276728356259782,1.6801038937057258,2.64,0.03887007,2.45,0.04886005,1.493218,0.97387767,1.427585823723808,742.0
5588,742,1086,-0.0017588128824084,-0.0043527196649257,206550.4678590124,220555.51530929835,0.9996950927399084,3.1219422499760885,1.6971657919033878,2.64,0.03887007,2.28,0.2651238,1.493218,1.1083057,1.427585823723808,742.0
5570,742,761,-0.0045800159368255,-0.0026755408063092,509634.81086047017,586073.787501569,0.9996950927399084,1.9895179071269664,2.084923153792231,2.64,0.03887007,2.73,0.08389993,1.493218,1.4414359,1.427585823723808,742.0
5571,742,786,-0.0040496518680811,-0.0029908372902242,452657.3291881372,547521.6083370739,0.9996950927399084,1.3204740442790193,1.694548787166273,2.64,0.03887007,2.52,0.043134883,1.493218,1.0076303,1.427585823723808,742.0
5577,742,930,-0.0049258047846956,-0.0024699725668005,546783.2130677664,548125.4893919154,0.9996950927399084,1.5354973323730168,1.321231294206432,2.64,0.03887007,2.63,0.073730715,1.493218,1.0338881,1.427585823723808,742.0
5572,742,789,-0.0037893554729291,-0.0031455810653096,424693.45690082194,416669.3122970806,0.9996950927399084,1.794730053516996,1.6214595534353262,2.64,0.03887007,2.3,0.706022,1.493218,2.9803944,1.427585823723808,742.0
5589,742,1109,-0.0009373974340387,-0.0048410434748655,118305.07867634106,126214.03514380552,0.9996950927399084,5.33129523451595,1.812167272729484,2.64,0.03887007,2.51,0.08888325,1.493218,0.89385605,1.427585823723808,742.0
5590,742,1140,-0.0017805669817193,-0.0043397870561241,208887.5300165648,247999.0175043007,0.9996950927399084,1.3971141892005092,1.3154170188168748,2.64,0.03887007,2.55,0.053510796,1.493218,0.98652524,1.427585823723808,742.0
5578,742,932,-0.0024688006847451,-0.0039306385495341,282825.08633191534,263470.8983862036,0.9996950927399084,1.353569740960754,1.6394020349289014,2.64,0.03887007,2.55,0.019807624,1.493218,1.1038474,1.427585823723808,742.0
5587,742,1075,-0.0012234533999594,-0.0046709858756182,149036.3244677372,165998.75369925526,0.9996950927399084,2.891456911414077,1.7226305895476473,2.64,0.03887007,2.46,0.066933274,1.493218,0.75244933,1.427585823723808,742.0
5575,742,908,-0.0013640292177107,-0.0045874148653018,164138.50908303034,197346.9529710039,0.9996950927399084,3.2487908965589147,1.7901980732846263,2.64,0.03887007,2.51,0.06029064,1.493218,0.90785396,1.427585823723808,742.0
5591,742,1156,-0.0017171710156238,-0.0043774753656878,202076.84522628936,185753.05626206507,0.9996950927399084,1.853631044333534,1.4281873535348797,2.64,0.03887007,2.42,0.11968929,1.493218,0.87391526,1.427585823723808,742.0
5586,742,1064,-0.0016509323372141,-0.0044168536411642,194960.76533417485,186732.9731637925,0.9996950927399084,2.3956840480296333,1.823122492249921,2.64,0.03887007,2.56,0.23362285,1.493218,0.8266727,1.427585823723808,742.0
5576,742,912,-0.0022305548277049,-0.0040722734857203,257230.1228851009,233097.27081561653,0.9996950927399084,1.6655420485056227,1.509627317411263,2.64,0.03887007,2.51,0.05544463,1.493218,0.7737555,1.427585823723808,742.0
5585,742,1014,-0.0005715778356906,-0.005058519808395,79004.75520306443,78747.27297695607,0.9996950927399084,2.385191071317176,1.8565069493639823,2.64,0.03887007,2.0,0.18693683,1.493218,1.0537251,1.427585823723808,742.0
5593,742,1223,-0.0012426684507291,-0.0046595627074532,151100.61439155744,155344.17267227606,0.9996950927399084,3.383864339489978,1.7493020162783823,2.64,0.03887007,2.56,0.07454447,1.493218,0.8109422,1.427585823723808,742.0
5579,742,941,-0.000538622416783,-0.0050781114970479,75464.3253597405,86645.41557332684,0.9996950927399084,5.277688125742794,1.8642379312050104,2.64,0.03887007,2.55,0.055502746,1.493218,0.81927663,1.427585823723808,742.0
5584,742,1004,-0.0006917439113027,-0.0049870821991014,91914.30314252866,109699.7293505603,0.9996950927399084,2.9103047576662964,1.7451461480111328,2.64,0.03887007,2.39,0.07426421,1.493218,0.8697039,1.427585823723808,742.0
5583,742,981,-0.0014028186802611,-0.0045643548922081,168305.69540238494,198376.74895359392,0.9996950927399084,2.447329301120752,1.6535025554743117,2.64,0.03887007,2.41,0.16123809,1.493218,0.83369684,1.427585823723808,742.0
5594,742,1239,-0.0030676890335594,-0.0035746050213091,347164.19210717105,334832.54593706154,0.9996950927399084,2.2757325422824506,1.2902773775662453,2.64,0.03887007,2.49,0.03211504,1.493218,1.0841827,1.427585823723808,742.0
5581,742,960,-0.0014898194004357,-0.0045126337768731,177652.2598311555,171676.37004253684,0.9996950927399084,2.1168003270561155,1.5815768189776411,2.64,0.03887007,2.57,0.07630607,1.493218,0.8665588,1.427585823723808,742.0
5582,742,980,-0.0029770736058811,-0.0036284750464846,337429.29644957,377489.6547701058,0.9996950927399084,4.09238744120344,1.634282965803922,2.64,0.03887007,2.57,0.020551296,1.493218,1.3193402,1.427585823723808,742.0
4224,490,522,-0.0001825347591568,0.0013330763521681,32703.711604136148,31774.608879397576,3.046066177798895,3.15865251050329,2.62608456438335,2.56,0.09583732,2.29,0.10138314,0.903462,1.8576287,1.4254472953726383,490.0
4229,490,1017,-0.0001064033197886,0.0014245895954712,29095.96178533985,33619.987547234,3.046066177798895,4.229955907333172,1.5385034901621382,2.56,0.09583732,2.56,0.24901901,0.903462,1.0602363,1.4254472953726383,490.0
4228,490,998,-0.0004653913095147,0.0009930706918577,46107.84105141486,44395.00089010956,3.046066177798895,4.621872020577589,1.8809681508368288,2.56,0.09583732,2.48,0.059564058,0.903462,0.87722063,1.4254472953726383,490.0
6427,998,1048,0.0003523615406816,-0.0002919883582527,13971.046112365708,16343.73248977573,4.621872020577589,5.031842498174003,2.1668888687571446,2.48,0.059564058,2.23,0.19814901,0.87722063,3.257796,1.422563046094846,998.0
6436,998,1175,-0.0002465486939991,0.0006491701067963,36253.105895442335,31019.18128666301,4.621872020577589,5.931625601367311,2.217162050512842,2.48,0.059564058,2.33,0.24106559,0.87722063,1.5552424,1.422563046094846,998.0
6441,998,1283,-0.0007228391249217,0.0013976374812494,53973.17685328642,61419.07591877939,4.621872020577589,14.161361410243712,2.313053854453213,2.48,0.059564058,0.72,0.026745131,0.87722063,1.056542,1.422563046094846,998.0
532,46,290,0.001041525664391,0.0008800181846033,66386.3350203755,81857.48800417472,10.57609496130157,2.485015049558477,1.7989404111859746,1.18,0.016734038,2.68,0.032859046,1.074311,1.7588118,1.4222918828471072,290.0
802,78,290,0.0015624523403364,0.0014274248951786,57190.2276432511,53785.27148513647,3.051538664011953,2.485015049558477,1.4281624049234087,3.03,0.028528037,2.68,0.032859046,1.122256,1.7588118,1.4222918828471072,290.0
5115,657,888,-0.0003073539376343,-0.0018452057094978,329729.02357407025,340981.6780178631,2.2994326270948937,0.3843110259217357,2.030730726472395,2.52,0.035354756,2.52,0.101674,1.0080082,0.87898964,1.4164400048642942,888.0
3208,337,888,-0.0001453408060648,-0.0025910649448147,129732.5588909608,157638.01507237458,1.038128309889773,0.3843110259217357,2.42874251962482,2.44,0.07638503,2.52,0.101674,0.880292,0.87898964,1.4164400048642942,888.0
764,75,888,-0.0008356308446588,0.0005868206706588,834337.8709686311,938811.139402211,0.9565794608335078,0.3843110259217357,1.2694791600888191,2.6,0.028857995,2.52,0.101674,2.2562933,0.87898964,1.4164400048642942,888.0
5484,723,888,-0.0005107653808665,-0.0009087612248185,532419.9679262431,571174.1243087238,1.3225643865151908,0.3843110259217357,1.1146071487937512,2.53,0.026917439,2.52,0.101674,1.0387305,0.87898964,1.4164400048642942,888.0
2066,209,888,-0.0001875131882546,-0.0023969161099214,200579.2919286684,205362.78250895484,1.8937454521976984,0.3843110259217357,2.9132720935089638,2.51,0.08528131,2.52,0.101674,1.0413922,0.87898964,1.4164400048642942,888.0
3168,331,888,-6.595126447857431e-05,-0.0029565502743433,57137.90471789885,67796.10403112714,5.031069188280595,0.3843110259217357,2.5690487129411377,2.47,0.05843081,2.52,0.101674,0.9760211,0.87898964,1.4164400048642942,888.0
5925,820,888,-0.0002371520713679,-0.0021683937732305,261605.42765813225,261537.08496428232,2.0986089197690974,0.3843110259217357,2.7928385404594263,2.51,0.015011547,2.52,0.101674,1.0747529,0.87898964,1.4164400048642942,888.0
1926,193,888,-8.515356606542102e-05,-0.0028681487118333,75706.28221708623,89526.56671529473,2.357151713790774,0.3843110259217357,2.057921882867716,2.67,0.023601815,2.52,0.101674,1.3372488,0.87898964,1.4164400048642942,888.0
4420,518,618,-0.0033613874061119,0.0015986609220684,61158.09832056292,54622.6737803905,3.7771567700962727,2.592806817043833,1.3752335991926177,3.0,0.66788673,2.71,0.0841072,1.0685196,0.8390764,1.4141150346212046,618.0
2679,263,618,-0.0034631042039889,0.0008184905706627,30744.26288264174,26609.65172723365,3.346358305809391,2.592806817043833,1.8933760211564248,1.66,0.21962376,2.71,0.0841072,5.561932,0.8390764,1.4141150346212046,618.0
4104,477,618,-0.0033521333022638,0.0016696401270949,64586.08588125291,57171.2736241819,3.72824913271053,2.592806817043833,1.4368345055649892,2.54,0.2025974,2.71,0.0841072,0.94288516,0.8390764,1.4141150346212046,618.0
4587,551,618,-0.00332615134963,0.0018689223453676,62672.85510494436,64326.75853233834,4.106862845344427,2.592806817043833,1.1642188059186855,2.66,0.14662418,2.71,0.0841072,0.94685215,0.8390764,1.4141150346212046,618.0
4813,600,618,-0.0031746960620307,0.0030305881411351,124048.03494664843,106037.86623669745,3.701844261656401,2.592806817043833,1.5035984452720703,3.26,0.5707295,2.71,0.0841072,1.0678546,0.8390764,1.4141150346212046,618.0
2359,233,618,-0.0029606609177017,0.0046722429833013,163298.16106634185,164983.59932487618,2.832507033668765,2.592806817043833,1.394051624509827,2.22,0.1672728,2.71,0.0841072,1.0112978,0.8390764,1.4141150346212046,618.0
4724,583,831,-0.0071697868016754,-0.0071797817977179,241181.76810897957,203291.91482413904,4.125168322555568,4.322736112683483,1.2302131443971749,1.93,0.61708635,2.14,0.19958766,0.7350155,0.9962947,1.4092661405094429,583.0
4723,583,819,0.0002228932854721,3.46234751584464e-05,10017.982904898285,8767.601207199934,4.125168322555568,5.339486155482634,1.6766610018732266,1.93,0.61708635,2.29,0.11916122,0.7350155,0.61862457,1.4092661405094429,583.0
5433,712,938,0.0014177576841099,0.0022249987463446,38749.840302118704,40434.3957221448,2.8105481130158743,12.236821451395487,1.934681232454396,2.32,0.16032279,0.98,0.11222002,9.572573,1.1167854,1.403803896764054,712.0
5435,712,1243,-0.0001514882903105,0.000818772653441,107961.81695941616,123207.31626704652,2.8105481130158743,3.9615289396166458,1.3475309988778998,2.32,0.16032279,0.79,0.02656845,9.572573,1.0223781,1.403803896764054,712.0
4240,492,502,-0.0015193100353383,-0.0078987412571166,167645.27397995838,177638.65251269352,4.181821122869716,2.352658294061804,1.125439869818157,2.51,0.05064803,2.78,0.06273604,1.2842568,1.0520445,1.3972174219035438,502.0
3384,366,502,-0.0001696359528796,-0.0075610785625087,134828.25850736562,123046.07791777467,3.5158672308021623,2.352658294061804,1.2643080482011468,2.39,0.07361985,2.78,0.06273604,0.9677491,1.0520445,1.3972174219035438,502.0
1549,164,502,-0.0032256395786798,-0.0083256323406619,217186.24040316348,246657.4801608332,4.970472889509272,2.352658294061804,1.0011248621993614,2.49,0.056520727,2.78,0.06273604,1.0427083,1.0520445,1.3972174219035438,502.0
3976,455,502,-0.0023652653512529,-0.0081103831306638,190539.56656877772,211856.4531567584,5.01630923062636,2.352658294061804,1.0519663684456346,2.74,0.33650127,2.78,0.06273604,0.989962,1.0520445,1.3972174219035438,502.0
1177,116,502,-0.0031175818282221,-0.0082985983539632,210830.88769088243,242286.68362625776,3.089583453707884,2.352658294061804,1.157141805387232,2.47,0.08063123,2.78,0.06273604,0.9855231,1.0520445,1.3972174219035438,502.0
2582,249,502,-0.0058097601154631,-0.0089721299766337,319234.7323509753,351181.8205183268,3.89891228256873,2.352658294061804,1.0089685841278109,3.16,0.16440958,2.78,0.06273604,5.1470537,1.0520445,1.3972174219035438,502.0
1471,154,502,0.0003428862192954,-0.007432855297387,87327.55182199429,102315.2175718105,8.805611970693771,2.352658294061804,1.3634362064878836,2.88,0.1644376,2.78,0.06273604,2.6914947,1.0520445,1.3972174219035438,502.0
1935,194,502,-0.0049898683388253,-0.0087670087031467,311063.8576309926,318018.25639748696,5.399449639628749,2.352658294061804,1.0219255819381845,2.34,0.044636026,2.78,0.06273604,2.61426,1.0520445,1.3972174219035438,502.0
1561,165,502,0.0002877568270007,-0.007446647619101,114480.15871607316,104545.13033396256,5.493700497363896,2.352658294061804,1.4194029419904457,2.75,0.2246733,2.78,0.06273604,0.7480031,1.0520445,1.3972174219035438,502.0
